name,primalbound,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_new.obj,cvx_sbmiqp_new.dual_obj,cvx_sbmiqp_new.load_time,cvx_sbmiqp_new.calc_time,cvx_sbmiqp_new.iter_nr,cvx_sbmiqp_new.NLP_runs,cvx_sbmiqp_new.FNLP_runs,cvx_sbmiqp_new.MIQP_runs,cvx_sbmiqp_new.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_sbmiqp_ee_new.obj,cvx_sbmiqp_ee_new.dual_obj,cvx_sbmiqp_ee_new.load_time,cvx_sbmiqp_ee_new.calc_time,cvx_sbmiqp_ee_new.iter_nr,cvx_sbmiqp_ee_new.NLP_runs,cvx_sbmiqp_ee_new.FNLP_runs,cvx_sbmiqp_ee_new.MIQP_runs,cvx_sbmiqp_ee_new.MILP_runs
batch,285506.5082,285506.50498104404,285506.50498104404,7.189810276031494e-07,0.4699595030397177,0.302721691,0.5193232404999435,4,5,0,4,1,285506.50498104404,285506.50498104404,7.060589268803596e-07,0.08278367901220918,2,5,0,2,1,323742.1273360562,335985.8715431979,8.00006091594696e-07,0.21562274591997266,0.22443500000000002,0.26867160433903337,3,4,0,3,0,285506.50498104404,286459.2951516146,6.42961822450161e-07,0.07486360298935324,2,5,0,2,0
batch0812,2687026.784,2836593.013029522,2836593.013029522,0.18140439596027136,1.7679459396749735,0.465489201,1.4521023659035563,4,6,1,4,2,2961407.4273775765,2961407.4273775765,0.11027249891776592,0.3167521950090304,3,5,1,3,2,2836593.013029522,2863756.982863471,0.17999801877886057,0.41650615679100156,0.449071698,0.5358339697122574,3,4,1,3,0,2998471.357097623,2998471.357097623,0.10951659397687763,0.15589837299194187,2,3,1,2,0
batchdes,167427.6571,178545.1945508755,178545.1945508755,0.019710963126271963,0.04856261005625129,0.041248,0.041545506566762924,2,2,0,2,1,167427.65337972456,167427.65337972456,0.025561493006534874,0.022043601027689874,2,2,0,2,1,178545.1945508755,178545.1945508755,0.018846325110644102,0.03717364417389035,0.029405,0.04177785664796829,2,2,0,2,0,167427.65337972456,167427.65337972456,0.02479142404627055,0.022916891030035913,2,2,0,2,0
clay0203hfsg,41573.26252,41737.46030954705,41324.4706626026,0.10409788461402059,2.8831754345446825,1.3990658609999993,4.661657698918134,6,18,12,6,2,41573.26250379671,41391.52593116289,0.1156544890254736,2.161400048993528,7,22,13,4,5,41907.460309547285,41907.460309547285,0.10254668490961194,1.4135364079847932,1.1576011769999996,2.6920677572488785,5,14,11,5,0,55423.052804170744,750730522.2421725,0.11872682196553797,0.6948241230566055,3,7,5,3,0
clay0204hfsg,6545.0,6544.999962872769,6544.952545000583,0.2706393823027611,2.712933570612222,2.528911345999995,3.181094768922776,3,10,5,3,1,6544.999962762632,6544.947290002779,0.22460116795264184,4.998209089972079,2,6,3,2,1,6544.999962872769,6544.999962762632,0.26802515424788,2.277656459249556,2.2167803699999937,3.15271044196561,3,10,5,3,0,6544.999962762632,6544.999962762632,0.2247275080299005,4.72234835207928,2,6,3,2,0
clay0205hfsg,8092.5,8092.499956870159,8084.932002042369,0.653822879306972,4.9299842971377075,5.628079221,2.4550519823096693,2,5,0,2,1,8092.499956870298,8084.94950936269,0.42686476605013013,64.47162748593837,3,7,2,2,1,8092.499956870159,8092.499956870352,0.6455421010032296,2.64894749969244,3.416044774,2.451124823652208,2,5,0,2,0,8092.499956870298,8084.9595975739385,0.4164986138930544,61.20650552108418,2,6,1,2,0
clay0303hfsg,26669.10957,26669.109551317826,26669.105709558935,0.13043805118650198,5.903026186861098,1.7335983119999996,14.083608514629304,8,27,20,8,2,26669.10955098333,26669.055101342103,0.17781597806606442,3.160041516064666,6,24,21,5,2,41709.76921886916,41709.76921886916,0.12778775207698345,1.942643434740603,1.2991818300000002,3.7804963192902505,5,18,16,5,0,26669.10955098333,2614782425.4252706,0.1754301149630919,2.4722740409197286,5,20,18,5,0
clay0304hfsg,40262.38753,40262.38749701286,39909.90074489518,0.32645201310515404,19.285216215997934,4.04320541,38.60596935497597,10,35,27,9,4,40262.387497012896,39890.10313237732,0.30031986394897103,15.150335340062156,12,47,35,8,7,40262.38749701294,40262.38749701294,0.3184790019877255,4.324257295113057,2.569740577000001,10.889141269493848,6,22,20,6,0,62419.222849262864,62419.222849262864,0.30062283005099744,6.319607508950867,6,26,24,6,0
clay0305hfsg,8092.5,8092.499956870221,8084.9311040508965,0.7482464234344661,5.39808409428224,6.02828988,3.0000593084841967,2,5,0,2,1,8092.499956697877,8092.439801022633,0.5514782769605517,147.9020518109901,6,19,4,4,3,8092.499956870221,8092.499956870221,0.753346404992044,3.168704017996788,3.902577462000001,3.002778648864478,2,5,0,2,0,8278.470519327599,8278.470519327599,0.5399069449631497,64.23651344294194,2,6,0,2,0
cvxnonsep_normcon20,-21.74914736,-21.7491473846331,-21.82222547389317,0.02014411985874176,0.02966607641428709,0.026441,0.03699237387627363,2,2,0,2,0,-21.7491473846331,-21.82222547389317,0.05031034105923027,0.02305444295052439,2,2,0,2,1,-21.7491473846331,-21.82222547389317,0.020260858815163374,0.02940978202968836,0.026913,0.037162101827561855,2,2,0,2,0,-21.7491473846331,-21.669409092067102,0.04418464901391417,0.017175466986373067,2,2,0,2,0
cvxnonsep_normcon30,-34.24396574,-34.13938525609633,-34.428749859066556,0.018439479637891054,12.47714383341372,1.945225859000001,544.1234435276128,113,235,70,84,30,-34.22751206702149,-34.428749859066556,0.03472512704320252,0.025346762035042048,2,2,0,2,1,-33.9875120670215,-34.281348953713525,0.018009780906140804,13.6528454371728,1.488159856,677.3597219865769,131,255,115,131,0,-34.22751206702149,-32.7669404636857,0.03224218892864883,0.02031271392479539,2,2,0,2,0
cvxnonsep_normcon40,-32.62966972,-32.572757262433726,-32.88554272835089,0.02521307487040758,81.30444187298417,11.201780239000001,7040.51437164424,269,674,268,160,109,-32.6296697474825,-32.88554272835089,0.053593819960951805,0.03141613595653325,2,2,0,2,1,-32.436652102541586,-32.72391527109604,0.024968954734504223,32.08319917693734,3.4348903630000014,2354.6720339409076,203,336,181,203,0,-32.6296697474825,-31.16321875870223,0.05203045008238405,0.02587267104536295,2,2,0,2,0
cvxnonsep_nsig20,80.94929546,80.9492946574176,80.81583433225808,0.01775754289701581,0.028763712383806705,0.025623,0.03815847774967551,2,2,0,2,0,80.94929465741761,80.81583433225809,0.0304642430273816,0.022472204989753664,2,2,0,2,1,80.9492946574176,80.81583433225808,0.01558287302032113,0.027592533268034458,0.024429,0.03612376609817147,2,2,0,2,0,80.94929465741761,80.95523279747957,0.029304311028681695,0.017664350918494165,2,2,0,2,0
cvxnonsep_nsig20r,80.94929546,80.94927862502492,80.81581789826072,0.01923468802124262,0.03605974605306983,0.024665,0.03942383173853159,2,2,0,2,0,81.49159484565594,80.81581789826072,0.020399869070388377,0.12435593106783926,5,11,0,5,0,80.94927862502492,80.81581789826072,0.01807633088901639,0.035134981386363506,0.024179,0.03847826179116964,2,2,0,2,0,92.54757175177032,97.27747523667497,0.01944052299950272,0.023477651993744075,2,2,0,2,0
cvxnonsep_nsig30,130.6287126,130.65033700034454,130.47997176012416,0.018207678105682135,0.0319439647719264,0.040887,0.04234067443758249,2,2,0,2,0,130.65033700034454,130.47997176012422,0.046454033930785954,0.02499722398351878,2,2,0,2,0,130.65033700034454,130.47997176012416,0.017193270847201347,0.030334123875945807,0.037869,0.04025151487439871,2,2,0,2,0,130.65033700034454,130.64601883099738,0.044934610021300614,0.024515183991752565,2,2,0,2,0
cvxnonsep_nsig30r,156.4266874,156.4266167111624,156.2343211644331,0.026910108979791403,0.041585979983210564,0.031808,0.042990030720829964,2,2,0,2,0,157.24837347429536,156.2343211644331,0.030796956969425082,0.16479029890615493,5,7,1,5,0,156.4266167111624,156.2343211644331,0.025638851802796125,0.04031715402379632,0.030515999999999998,0.04146046284586191,2,2,0,2,0,160.91797524260537,166.44320793431703,0.029843405005522072,0.08655941998586059,3,5,1,3,0
cvxnonsep_nsig40,133.9613305,133.96132894832803,133.74494901551313,0.025003897957503796,0.0337666398845613,0.053259,0.046521729324012995,2,2,0,2,0,133.96132894832803,133.74494901551313,0.08245428500231355,0.035525606013834476,2,2,0,2,1,133.96132894832803,133.74494901551313,0.023931408766657114,0.03252417175099254,0.049517000000000005,0.044701522681862116,2,2,0,2,0,133.96132894832803,134.18791320377318,0.0770411629928276,0.03067843208555132,2,2,0,2,0
cvxnonsep_nsig40r,133.9613305,133.96126813632867,133.74488859965595,0.03857826115563512,0.1507907109335065,0.056039,0.13998714927583933,2,2,0,2,0,134.61160703345774,133.74488859965595,0.045061897952109575,0.2637464969884604,4,10,1,4,0,133.96126813632867,133.74488859965595,0.034926146268844604,0.10591564606875181,0.028953,0.10575984744355083,2,2,0,2,0,134.61160703345774,135.62324084958578,0.04385992290917784,0.25759061705321074,4,10,1,4,0
cvxnonsep_pcon20,-21.5123012,-21.469437905707228,-21.629610239291956,0.016441859304904938,0.03346706088632345,0.029219,0.04551889235153794,2,2,0,2,0,-21.469437905707228,-21.629610239291953,0.026070195948705077,0.02071525389328599,2,2,0,2,0,-21.469437905707228,-21.629610239291956,0.021260377950966358,0.029257501009851694,0.023803,0.04139711754396558,2,2,0,2,0,-21.469437905707228,-21.434820032615363,0.02502758102491498,0.01982306595891714,2,2,0,2,0
cvxnonsep_pcon20r,-21.5123012,-21.46943786371748,-21.62961019921222,0.02543917577713728,0.037135057151317596,0.028615,0.04136843141168356,2,2,0,2,0,-21.46943786371748,-21.62961019921222,0.02265013800933957,0.021855700993910432,2,2,0,2,0,-21.46943786371748,-21.62961019921222,0.023265257943421602,0.036926780827343464,0.029231999999999998,0.04001546651124954,2,2,0,2,0,-21.46943786371748,-21.4348205714153,0.022194754099473357,0.020916122943162918,2,2,0,2,0
enpro48pb,187277.2594,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,187277.25576055518,187276.73472848444,0.23774471797514707,1.274151504971087,5,7,0,4,2,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,204714.02209977858,203510.1773529891,0.23951028496958315,0.26975228905212134,2,3,0,2,0
enpro56pb,263428.301,263428.29664209305,263427.9016778617,7.222406566143036e-07,7.715176979079843,4.256803265,12.239536290057003,6,13,1,6,2,263428.29664171406,262632.70460130344,0.18297245702706277,2.455990853952244,5,8,1,5,1,269933.0657796926,280468.44571369374,6.710179150104523e-07,1.8139907037839293,2.112439676,2.3170040319673717,3,6,1,3,0,272990.69544238894,285411.59864639025,0.19395985291339457,0.8017004819121212,4,5,1,4,0
ex1223,4.579582402,4.579582373600571,4.579582373600571,0.019506721291691065,0.256831306964159,0.13440000000000002,0.5238045905716717,6,11,0,6,4,4.579582373600571,4.579582373600571,0.02048030204605311,0.08109278499614447,6,11,0,3,4,5.579582371286729,5.55385887581957,0.018868776969611645,0.03185467794537544,0.024291,0.0369433187879622,2,2,0,2,0,5.579582371286729,5.564873814428035,0.020512228016741574,0.014772954978980124,2,2,0,2,0
ex1223b,4.579582402,4.57958237379399,4.57958237379399,0.011561820283532143,0.2701991959474981,0.14870999999999998,0.6108696316368878,6,12,0,6,5,4.57958237379399,4.57958237379399,0.010230493964627385,0.0797813480021432,6,12,0,2,5,4.57958237379399,5.711852820055359,0.011410593055188656,0.03953220462426543,0.037925,0.04111527744680643,2,3,0,2,0,4.57958237379399,5.807081099309983,0.010064108995720744,0.017849409952759743,2,3,0,2,0
fac1,160912612.4,160912612.2935292,160912612.2935292,0.017534539103507996,1.472875607199967,0.91374130200031,1.4804026167839766,2,3,1,2,1,160912612.2935292,160912612.2935292,0.015066205989569426,1.6575218109646812,2,3,1,2,1,160912612.2935292,160912612.2935292,0.01481663715094328,1.5021838210523129,0.9541779370000905,1.5136138955131173,2,3,1,2,0,160912612.2935292,160912612.2935292,0.015035603079013526,1.5642744660144672,2,3,1,2,0
fac2,331837498.2,331837497.8380618,329739765.28796196,0.03128268476575613,0.07592068705707788,0.153449,0.08866522647440434,2,2,0,2,1,331837497.8380618,329739765.28796196,0.037592323031276464,0.04598601802717894,2,2,0,2,1,331837497.8380618,331837497.8380618,0.030997854191809893,0.06610771594569087,0.128222,0.08915955340489745,2,2,0,2,0,331837497.8380618,331837497.8380618,0.03781154204625636,0.0404534850968048,2,2,0,2,0
flay02h,37.94733192,37.94733186289341,37.94733188293823,0.03536497289314866,0.19303400721400976,0.10775628,0.15080149099230766,3,4,0,3,1,37.94733186289341,37.94733188293823,0.023988818982616067,0.05437747295945883,3,5,0,2,1,37.94733186289341,37.94733188293823,0.02898319298401475,0.1539519289508462,0.10271899999999999,0.15420758351683617,3,4,0,3,0,37.94733186289341,37.94733188293823,0.023959717946127057,0.053232636069878936,3,5,0,3,0
flay02m,37.94733192,37.947331824571066,37.947331804570084,0.013774592895060778,0.07896714378148317,0.050005,0.09529012022539973,3,4,0,3,1,37.947331804570084,37.9473259170314,0.01193528005387634,0.027064724010415375,3,3,0,2,1,37.947331824571066,37.947331804570084,0.012675764970481396,0.06482268776744604,0.04177,0.09520381782203913,3,4,0,3,0,37.947331804570084,37.947331824571044,0.011675080982968211,0.025993756018579006,3,3,0,3,0
flay03h,48.98979486,48.98979484026368,48.82645082922572,0.10278632584959269,3.009279055055231,1.1914031710000001,5.346568176988512,7,18,0,5,3,48.989794840066864,48.82641344035217,0.06409140105824918,0.7839374949689955,6,21,0,2,4,48.9897948403279,48.98979487314513,0.10427529085427523,0.402612472884357,0.577727914,0.5146269658580422,3,7,0,3,0,48.98979483484526,48.98979487314283,0.06421829806640744,0.344676316017285,3,9,0,3,0
flay03m,48.98979486,48.98979473356545,48.82649386029541,0.01992072816938162,0.6373794400133193,0.5411078859999999,1.6646398482844234,7,18,0,5,3,48.98979474823483,48.826488205963315,0.019945634994655848,0.32108937995508313,7,24,0,2,5,48.98979474823521,48.98979470823197,0.02605965407565236,0.11764085991308093,0.18213200000000002,0.14737949008122087,3,5,0,3,0,48.98979473356556,48.98979474823483,0.023727567051537335,0.0831340909935534,3,7,0,3,0
flay04h,54.40588204,54.405882041029,54.08162570617696,0.3489477187395096,10.306748732924461,7.019124956,26.145320697687566,8,24,0,7,4,54.40588204041725,53.917037819333004,0.17725589906331152,8.726699129096232,8,28,0,3,6,54.4166667054779,54.41666667870853,0.35096775693818927,1.162039206828922,1.3978204829999998,1.4574743155390024,3,8,0,3,0,54.41666667858699,54.41666669964576,0.18428654503077269,3.5927598170237616,3,8,0,3,0
flay04m,54.40588203,54.40588191752401,54.17138805275064,0.03413925599306822,3.5850504278205335,2.851444686000001,12.867903165519238,10,35,0,7,5,54.40588190069831,53.95845936598879,0.033498654956929386,2.2741095951059833,8,33,0,2,6,54.405881916095026,54.4058818952045,0.033034997060894966,0.4232672839425504,0.8522721310000001,0.5196730098687112,3,10,0,3,0,54.40588189680154,54.40588191425124,0.03311167994979769,0.7704028469743207,3,9,0,3,0
flay05h,64.49806199,64.49806204036643,64.20531859852211,0.9206690001301467,212.5947667323053,197.07000271799993,702.1205649739131,12,44,0,8,6,64.49806202194262,63.940512914931276,0.3990652849897742,256.708835448022,11,44,0,2,9,64.49806206402187,64.4980620272829,0.887529952917248,3.109106090851128,3.4213496789999995,1.969874978531152,3,9,0,3,0,64.4980620343172,64.49806211483586,0.38962082809302956,55.1306683140574,3,10,0,3,0
flay05m,64.49806199,64.49806186383984,64.14629879565996,0.05617998307570815,62.57981351716444,60.220231143999996,184.2499288492836,12,52,0,8,6,64.49806185553828,63.940453447989896,0.05283674201928079,55.94584377598949,11,49,0,2,9,64.49806177897882,64.49806185899081,0.05063107004389167,0.6480459040030837,1.0568496719999998,0.5540868360549212,3,9,0,3,0,64.49806177897813,64.49806185899081,0.05050539691001177,1.8633656749734655,3,11,0,3,0
flay06h,66.93280212,66.9328021853548,65.7373557925838,2.151920283678919,301.86680896254256,297.263148253,599.5339297992177,7,26,0,5,3,66.93280218646217,64.82850570352379,0.7874045670032501,300.0744365910068,6,24,0,2,4,66.93280217977812,66.93280232578522,2.069628458004445,13.482928918208927,13.737125743,8.992108119651675,3,9,0,3,0,66.93280218485576,66.93280226737888,0.7676833099685609,84.48377916694153,3,11,0,3,0
flay06m,66.93280212,66.93280196783981,66.4165027339914,0.09508364414796233,300.5395285761915,297.450754622,852.1736353668384,10,46,0,7,5,66.93280199011811,65.19059469966722,0.0836066190386191,300.1542919969652,8,35,0,2,6,66.9328018852667,66.93280199748492,0.08884427510201931,8.66669562086463,8.843747259,3.369489274919033,3,11,0,3,0,66.93280192257495,66.932801979326,0.08608538808766752,62.79293058300391,3,11,0,3,0
fo7,20.72982507,20.729824746608614,20.722207204928623,0.16653085267171264,84.47541284421459,79.01925662699999,145.82721481192857,7,24,16,6,3,20.729824741593095,20.729530978207148,0.16510119510348886,87.76933851395734,5,21,17,4,2,20.729824746608614,20.729824746608614,0.1684753568843007,6.899756245780736,6.267974239999998,13.868331503588706,4,15,13,4,0,20.729824741593095,20.729824741593095,0.16602050699293613,67.56179128400981,4,16,12,4,0
fo7_2,17.74934573,17.749345444272787,17.74911577178347,0.16941164806485176,54.795788989868015,49.081354363,63.24865928478539,6,20,14,6,4,17.749345432133822,17.744829682278656,0.17100364004727453,95.176940650912,6,25,19,2,5,17.749345444272787,17.749345444272787,0.16684025106951594,3.1191577948629856,3.459397913,2.8129738103598356,2,6,3,2,0,17.749345432133822,17.749345432133822,0.17489426594693214,60.501725497073494,2,6,4,2,0
fo7_ar25_1,23.0935676,23.093567311312718,22.894723830512536,0.20678954431787133,24.936058982275426,20.771915674000002,40.954068458639085,5,16,8,5,3,23.09356731010353,23.093462598997746,0.2103661720175296,121.15146829292644,6,25,10,5,3,23.122502270867862,23.122502270867862,0.2049996261484921,4.262799578718841,4.477157266000002,4.018699960317463,2,6,4,2,0,23.121014847376102,23.121014847376102,0.2119146839249879,71.05486151191872,4,16,10,4,0
fo7_ar2_1,24.83984707,24.8504232613786,24.822011659741072,0.2149703288450837,22.126700981985778,19.700337405,20.467739465180784,4,16,8,4,2,24.850423269233694,24.826288135375886,0.20841068704612553,77.43640301399864,3,11,0,3,2,25.105821631847178,25.10582163456536,0.1979961753822863,6.256498499773443,5.984216248000002,8.099892715923488,3,11,8,3,0,24.9575751958442,24.957575204549308,0.20780075003858656,60.204891212051734,2,6,0,2,0
fo7_ar3_1,22.51747101,22.51747052363853,22.513554763323924,0.210268828086555,65.62874236376956,60.488125079,74.77331822738051,5,20,7,5,4,22.5174705281721,22.336810969632687,0.21088045393116772,95.93227902194485,4,15,4,3,3,22.51747053600675,22.51747052363853,0.19864803738892078,5.404524155892432,5.688009041999997,5.160158013459295,2,6,2,2,0,22.833306732973277,22.833306717461536,0.21745109895709902,60.20297771098558,2,6,0,2,0
fo7_ar4_1,20.72982507,20.72982471380289,20.549026938350558,0.20904485927894711,42.598557238001376,38.028046998,55.80441017728299,5,18,11,5,3,20.72982469192612,20.59343740934645,0.2088927950244397,87.3018827229971,5,18,10,3,3,22.39245843449524,22.39245843449524,0.1971934251487255,6.936612769961357,7.187387642,6.669114138931036,2,6,3,2,0,20.72982469192612,20.72982469192612,0.2119096809765324,67.45454275910743,3,11,7,3,0
fo7_ar5_1,17.74932941,17.749329045518934,17.7490602808329,0.21599913807585835,33.48504372127354,29.227640289999997,45.47968461364508,5,16,6,5,3,17.749329045518934,17.749112022588353,0.21844364702701569,90.77749398897868,5,20,9,4,3,17.74932903205996,17.749329045518934,0.22096990887075663,5.903562104329467,5.995737000000001,5.643717261962593,2,6,0,2,0,19.622865513521642,19.622865513521642,0.20878454693593085,60.35689980292227,2,6,2,2,0
fo8,22.38189652,22.381896345237756,22.379742936615198,0.26609576866030693,157.31861402001232,150.09375116700002,186.13802825752646,6,23,13,5,3,22.381896235265852,22.376966853398688,0.2617679249960929,155.37806068907958,5,20,13,3,4,23.91005328187738,23.91005328187738,0.2578730988316238,10.212826048023999,10.574455118000001,9.620227118488401,2,6,2,2,0,23.91005316042935,23.91005316042935,0.26678892003837973,60.853448240086436,2,6,3,2,0
fo8_ar25_1,28.0451814,28.045181231336482,28.007466136226387,0.3237215462140739,209.15773257706314,203.84081196,222.3263611649163,5,21,16,4,2,28.158554487580794,27.95584377826356,0.3158871289342642,207.28611473704223,5,17,8,4,3,28.045181232991617,28.045181232991617,0.32655525440350175,91.2634215541184,88.253973027,188.20398717420176,5,20,17,5,0,57.43960122083227,63.88450276394097,0.313706956920214,18.80039474798832,2,2,0,2,0
fo8_ar2_1,30.34061042,30.345435072242452,30.34016324571883,0.3255331115797162,245.60710051003844,239.01591470799997,234.68634370621294,5,18,7,5,3,30.34543494972666,30.345434727595478,0.3201770590385422,300.2325091100065,6,24,6,5,5,30.804159503700415,30.804159507905574,0.3312915130518377,14.562644299119711,15.131567066999997,14.459895694162697,2,6,2,2,0,38.809749049234846,39.410799464606434,0.3186775119975209,1.1669072449440137,2,6,1,2,0
fo8_ar3_1,23.91005347,23.9100533546735,23.910052721166018,0.3345278580673039,26.999560500029474,27.338667116000003,20.068245675880462,2,6,1,2,1,23.910053350822118,23.906318355438028,0.32136849500238895,175.92149341700133,5,21,12,5,2,23.9100533546735,23.9100533546735,0.3258689697831869,20.18129943823442,20.672729579,20.07550568226725,2,6,1,2,0,30.66287207103362,33.156593731456994,0.32702346704900265,120.909171161009,4,16,12,4,0
fo8_ar4_1,22.38189652,22.38189640821778,22.3818892442158,0.3277968899346888,48.91348056308925,47.495168487000015,46.02795720426366,3,11,4,3,2,22.38189641954304,22.38186768245396,0.3223688759608194,101.94442174502183,4,16,11,4,1,23.910053346676335,23.910053341152675,0.3277522148564458,19.551789690740407,19.984692099000007,19.452873304951936,2,6,2,2,0,22.38189641954304,43.46855707491823,0.3182106630410999,94.89411278197076,4,16,11,4,0
fo8_ar5_1,22.38189652,22.381896421533547,22.38189583567586,0.32909352891147137,125.43567527318373,121.82704065300001,128.87833098415285,4,13,4,4,3,22.381896417177355,22.381287882463464,0.32157568901311606,131.16466427699197,4,14,10,4,2,23.910053340539125,23.910053340539125,0.3247910952195525,22.857672079931945,23.257669000000003,22.746662116609514,2,5,0,2,0,34.40276358636025,51.573501080729244,0.32550394407007843,63.64132570801303,3,9,7,3,0
fo9,23.46428571,23.46428552344947,23.464285514004153,0.4002727121114731,178.4199266238138,169.42428622900002,268.1361763626337,5,17,12,5,3,23.464285506715104,23.46424538966847,0.3876344379968941,222.76337384793442,4,16,7,4,2,24.00549419465908,24.00549419465908,0.3939424869604409,28.77520989300683,29.032162752999994,28.08418432576582,2,6,3,2,0,28.351648014676787,28.351648117185867,0.3833391360240057,75.57232400996145,3,11,7,3,0
fo9_ar25_1,32.18643105,32.24999995113162,32.24999993403837,0.5053961602970958,304.1492672669701,297.416621464,395.0750743849203,4,14,5,4,2,32.2499999498652,32.249999944647946,0.46867363806813955,300.24845275701955,5,21,10,5,2,32.37499994716477,32.37499995283958,0.4960803762078285,94.15120475413278,93.00777398499999,148.71241442346945,3,10,4,3,0,32.679487135571,33.173555630273114,0.46319171297363937,182.5522359389579,4,16,10,4,0
fo9_ar2_1,32.625,32.62499994703201,32.62499995701692,0.5059549449943006,304.1294364868663,298.175372906,510.9764032657258,4,10,2,4,2,32.62499994174257,32.624999809338306,0.48085380089469254,300.2215839190176,4,16,7,4,3,32.62499994703201,32.624999957016925,0.5056572379544377,58.765009506139904,58.790986000000004,58.0917010596022,2,5,0,2,0,34.999999905292576,34.99999990548863,0.47026050300337374,60.48829041910358,2,6,0,2,0
fo9_ar3_1,24.81547619,24.815476131722832,24.814315833865198,0.5056907720863819,54.25060498807579,53.501086148,32.35162514774129,2,6,3,2,1,24.81547610789238,24.812740876894658,0.478567008045502,183.45863044506405,4,16,9,3,3,24.815476131722832,24.815476131722832,0.5070726429112256,32.74191246274859,32.601761242,32.0771710164845,2,6,3,2,0,32.852272687377415,32.852272687377415,0.47239277500193566,61.02730529208202,2,6,4,2,0
fo9_ar4_1,23.46428571,23.464285645841986,23.46281710197648,0.5130505440756679,189.4524533539079,185.926971914,140.71335764415562,3,10,2,3,2,23.464285603501924,23.463145242601158,0.47489667497575283,173.24290877301246,3,11,1,3,2,24.430719801395345,24.430719801395345,0.504086044151336,41.408957274165004,41.394845999999994,40.74241327540949,2,5,1,2,0,30.11538455102743,30.11538455102743,0.46771423891186714,60.425833141896874,2,6,0,2,0
fo9_ar5_1,23.46428571,23.464285605362225,23.464285605362225,0.5059363231994212,305.52355375001207,293.24270670399994,603.5539058963768,5,16,8,5,3,23.46428564458532,25.405365506820367,0.47505253995768726,245.19760105700698,5,21,11,4,2,24.85846145601734,24.85846145601734,0.5109338080510497,38.40865173563361,38.38164141700001,37.74666014360264,2,5,3,2,0,25.794299839947357,34.77063358029033,0.47569829307030886,122.16877780493814,3,11,9,3,0
gear2,2.700857149e-12,1.3811436508962303e-06,5.21215564152541e-15,0.02564644906669855,0.08691545110195875,0.16633299999999998,0.07751265820115805,2,6,0,2,1,2.727279702363975e-05,5.21215564152541e-15,0.039043936994858086,0.04098892002366483,2,6,0,2,1,1.3811436508962303e-06,3.3429067971753844e-05,0.023834855295717716,0.07617775164544582,0.15266599999999997,0.07783105224370956,2,6,0,2,0,2.727279702363975e-05,0.0002453180861144051,0.036036521079950035,0.034731128020212054,2,6,0,2,0
gear3,2.700857149e-12,2.72645059771712e-08,2.72645059771712e-08,0.012808953877538443,0.050109467934817076,0.058425000000000005,0.047095663379877806,2,4,0,2,1,2.72645059771712e-08,2.72645059771712e-08,0.009546959889121354,0.023386878077872097,2,4,0,2,1,2.72645059771712e-08,2.6399792310885495e-05,0.011818759143352509,0.04340232303366065,0.04970000000000001,0.04782828176394105,2,4,0,2,0,2.72645059771712e-08,2.6399792310885495e-05,0.009174328064545989,0.019281576038338244,2,4,0,2,0
jit1,173983.33,173982.61006293277,173345.3768308797,0.017748016864061356,0.05080373911187053,0.114318,0.052287566009908915,2,3,0,2,0,173982.61006293277,173345.3768308797,0.017023032996803522,0.02458750200457871,2,3,0,2,0,173982.61006293277,173345.3768308797,0.018318910151720047,0.05574784614145756,0.10383400000000001,0.056565212085843086,2,3,0,2,0,173982.61006293277,173345.3768308797,0.01741137297358364,0.026574291987344623,2,3,0,2,0
m3,37.8,37.79999956991859,37.79999956991859,0.02310568792745471,0.1939444518648088,0.519312,0.11930937226861715,2,5,0,2,1,37.79999956991859,37.79995944000002,0.0261729599442333,0.09245744999498129,2,4,0,2,1,37.79999956991859,37.79999956991859,0.02532222867012024,0.1548761297017336,0.45906,0.11943150497972965,2,5,0,2,0,37.79999956991859,37.79999956991859,0.02747496694792062,0.06830418191384524,2,4,0,2,0
m6,82.25687691,82.28551760784383,82.25687691365584,0.10384646290913224,0.7171421209350228,0.8752066079999999,0.33249141182750463,2,4,0,2,1,82.25687581000712,82.25662956913098,0.10991676605772227,4.274624724057503,3,8,1,2,2,82.28551760784383,82.28551760784383,0.10238254396244884,0.5079623130150139,0.7646611539999999,0.335037006996572,2,4,0,2,0,82.25687581000712,82.25687581000712,0.10846673604100943,3.898747426108457,2,5,1,2,0
