name,primalbound,dualbound,objsense,cvx_new.obj,cvx_new.dual_obj,cvx_new.load_time,cvx_new.calc_time,cvx_new.solver_time,cvx_new.python_time,cvx_new.iter_nr,cvx_new.NLP_runs,cvx_new.FNLP_runs,cvx_new.MIQP_runs,cvx_new.MILP_runs,cvx_old.obj,cvx_old.dual_obj,cvx_old.load_time,cvx_old.calc_time,cvx_old.iter_nr,cvx_old.NLP_runs,cvx_old.FNLP_runs,cvx_old.MIQP_runs,cvx_old.MILP_runs
p_ball_30b_10p_2d_h,41.93395425,0.0,min,inf,inf,,,,,,,,,,158.68682257396756,41.0042278722975,9.402908007614315,301.8546171542257,6.0,24.0,20.0,6.0,1.0
p_ball_30b_5p_2d_h,0.2916294099,0.2916261509,min,1.541238480949803,0.0,2.176595334894955,303.79104160144925,120.03373062238096,183.75731097906828,52.0,134.0,39.0,9.0,51.0,1.173356418981413,1.173356418981413,2.1747538605704904,309.18618515413254,46.0,117.0,36.0,8.0,42.0
p_ball_30b_5p_3d_h,8.218290367,8.218268689,min,16.009981019451313,0.0,2.888308352790773,304.27290397230536,198.0418731654063,106.23103080689908,39.0,124.0,53.0,5.0,37.0,16.08019840519746,16.08019840519746,3.1010992135852575,310.5448899185285,33.0,95.0,46.0,3.0,32.0
p_ball_30b_7p_2d_h,13.93377571,13.93376082,min,22.4454796212546,10.549420805752408,4.199275380000472,305.7976649161428,256.0974749531597,49.70018996298313,15.0,59.0,41.0,9.0,8.0,23.069740296517896,23.069740296517885,7.009495306760073,304.67266491800547,20.0,67.0,45.0,6.0,16.0
p_ball_40b_5p_3d_h,9.777176542,9.777161452,min,13.859461953112486,13.859461953112486,4.910202228464186,307.7912506517023,150.7331749033183,157.058075748384,44.0,111.0,47.0,2.0,43.0,37.76164879750439,37.761648797504385,5.187178814783692,305.9043768681586,22.0,66.0,31.0,4.0,21.0
p_ball_40b_5p_4d_h,30.13272108,30.13269101,min,53.99040466236969,53.990404662369684,6.57782079372555,305.61972914263606,218.4812187962234,87.13851034641266,28.0,79.0,42.0,5.0,26.0,61.90923572023311,0.0,11.095589654520154,302.26409636065364,25.0,75.0,43.0,3.0,23.0
portfol_buyin,0.02942379989,0.02942379979,min,0.0304588565493106,0.028290244692356428,0.3968984577804804,0.0872639929875731,0.067117222584784,0.0201467704027891,2.0,2.0,0.0,2.0,1.0,0.0294237947824237,0.028290244692356428,0.4232039386406541,0.1223844457417726,2.0,3.0,0.0,2.0,1.0
portfol_card,0.03221766181,0.03221766165,min,0.0322176645032622,0.03093828811845734,0.19327032379806042,0.1266429126262664,0.1005499651655554,0.026092947460711,2.0,5.0,0.0,2.0,1.0,0.0322176645032622,0.03093828811845734,0.20850066654384136,0.0681883627548813,2.0,2.0,0.0,2.0,1.0
portfol_roundlot,0.02829063486,0.02829022029,min,0.1172045467060644,0.11099179994341847,0.18891763035207987,9.603979118168354,8.287200005725026,1.316779112443328,63.0,113.0,99.0,6.0,57.0,0.1430077328151166,0.14096467711493468,0.1950771026313305,1.4727964531630278,14.0,31.0,14.0,5.0,11.0
procurement2mot,212.0707488,212.070749,max,-212.0707503436441,-212.07638379537457,1.5558413779363036,20.14938200358301,2.091559249907732,18.05782275367528,5.0,12.0,0.0,4.0,2.0,-212.07075032182863,-212.076531772257,1.4528831420466304,24.87937090266496,4.0,9.0,0.0,3.0,2.0
ravempb,269590.2193,269590.2193,min,269590.2148658474,268012.57279236417,0.19815149251371622,1.2196163423359394,0.9312871526926756,0.2883291896432638,5.0,14.0,7.0,2.0,4.0,269590.2148658474,268126.51629419264,0.22566008567810059,1.1663382854312658,5.0,11.0,2.0,3.0,3.0
risk2bpb,-55.8761394,-55.8761394,min,-55.73616916066832,-55.73616916066832,0.9592512520030141,4.004782884381712,0.5070651667192578,3.4977177176624537,2.0,2.0,0.0,2.0,1.0,-55.73616916066832,-55.736169160668325,1.0412387307733297,8.309709114953876,2.0,5.0,0.0,2.0,1.0
rsyn0805hfsg,1296.120603,1296.120604,max,-1296.1206058218386,-1296.1206058218386,0.5103840474039316,2.265140843577683,0.3699896819889545,1.8951511615887284,2.0,6.0,0.0,2.0,1.0,-1296.1206058218386,-1296.1206058218386,0.8788113640621305,5.052475068718195,3.0,6.0,0.0,3.0,2.0
rsyn0805m,1296.120603,1296.120603,max,-1296.1206095735904,-1296.1206095735904,0.30405320320278406,1.05023995321244,0.6809940654784441,0.3692458877339959,3.0,11.0,0.0,3.0,2.0,-1296.1206095735904,-1296.1206095735904,0.5239175772294402,7.329197217710316,3.0,10.0,0.0,3.0,2.0
rsyn0805m02hfsg,2238.395446,2238.395446,max,-2238.395455975181,-2238.395455975181,2.253420528024435,8.245710618793964,1.5960664367303252,6.649644182063639,4.0,10.0,0.0,2.0,3.0,-2238.395455975181,-2238.395455975181,3.7620939603075385,13.431915582157671,4.0,9.0,0.0,2.0,3.0
rsyn0805m02m,2238.395446,2238.395448,max,-2224.188746734645,-2239.1480034176284,1.3483853852376342,6.6508656572550535,3.614174786023796,3.036690871231258,4.0,16.0,0.0,2.0,3.0,-2226.318033512803,-2246.545288504221,2.1673795953392982,68.04618084523827,4.0,13.0,0.0,2.0,3.0
rsyn0805m03hfsg,3068.931415,3068.931433,max,-3068.931427647126,-3091.8484390071612,5.124225817620754,12.242589113302529,1.5374080557376146,10.705181057564914,3.0,8.0,0.0,2.0,2.0,-3055.252995362063,-3055.252995362063,5.896827862598002,37.2468778975308,5.0,10.0,0.0,3.0,4.0
rsyn0805m03m,3068.931415,3068.931919,max,-3055.931441244039,-3069.042252987365,3.057033736258745,10.061361471191049,4.435635132715106,5.625726338475943,4.0,16.0,0.0,2.0,3.0,-3063.8833203299905,-3069.020943147183,4.074102281592786,39.13780248910189,5.0,17.0,0.0,5.0,3.0
rsyn0805m04hfsg,7174.219035,7174.219103,max,-7174.219052047633,-7207.589792514837,10.565801052376628,20.443677244707946,1.893270164728165,18.550407079979777,2.0,6.0,0.0,2.0,1.0,-7163.108707372181,-7207.589792514837,11.615474984049797,30.287938937544823,2.0,5.0,0.0,2.0,1.0
rsyn0805m04m,7174.219035,7174.219454,max,-7133.10872839225,-7175.899080954805,6.878699946217239,10.76974378619343,3.266942537389696,7.502801248803735,3.0,9.0,0.0,2.0,2.0,-7163.108728392369,-7163.108728392369,6.772319342009723,52.67426458466798,4.0,12.0,0.0,3.0,3.0
rsyn0810hfsg,1721.447711,1721.447711,max,-1721.4477076206383,-1721.4477076206383,0.5264377240091562,2.743487508036196,0.3626700844615698,2.3808174235746264,2.0,6.0,0.0,2.0,1.0,-1718.4477075600746,-1718.4477075600746,0.6824661418795586,6.651619071140885,3.0,4.0,0.0,3.0,1.0
rsyn0810m,1721.447711,1721.447711,max,-1721.4477140708666,-1721.4477140708666,0.29218730702996254,1.7911598850041628,1.3892162535339594,0.4019436314702034,3.0,10.0,0.0,3.0,2.0,-1708.4477202612416,-1721.455208136498,0.38064820412546396,4.980907055549324,2.0,6.0,0.0,2.0,1.0
rsyn0810m02hfsg,1741.386855,1741.386902,max,-1732.97675352656,-1739.0377666105808,2.6932966681197286,10.944181624799969,1.8284889915958047,9.115692633204162,4.0,12.0,0.0,2.0,3.0,-1741.3868738279327,-1741.3868738279327,2.991481796838343,24.192592460662127,5.0,13.0,0.0,3.0,4.0
rsyn0810m02m,1741.386855,1741.3869,max,-1738.9307745636495,-1741.4244541775238,1.5361328599974513,9.97639825847,5.142107868567109,4.83429038990289,5.0,17.0,0.0,3.0,3.0,-1741.386887174608,-1744.2635091381508,1.6854887399822474,24.412701504305005,5.0,15.0,0.0,4.0,2.0
rsyn0810m03hfsg,2722.448006,2722.448482,max,-2722.4480314770944,-2722.4480314770944,6.961723656393588,18.39600727707148,3.226273280568421,15.169733996503057,4.0,12.0,0.0,2.0,3.0,-2716.686738734549,-2716.686738734549,7.732661903835833,40.61176912393421,5.0,9.0,0.0,3.0,3.0
rsyn0810m03m,2722.448006,2722.448653,max,-2722.4480525822296,-2722.448053506857,4.302790340967476,83.99726147763431,71.30246921163052,12.694792266003788,6.0,22.0,0.0,4.0,4.0,-2698.4926748181697,-2721.2082359043466,6.648517444729805,80.20466326642781,5.0,14.0,0.0,3.0,3.0
rsyn0810m04hfsg,6581.934408,6581.934423,max,-6574.477263162914,-6574.477263162914,14.865071700885892,36.43063676916063,3.501654771156609,32.92898199800402,4.0,7.0,0.0,3.0,2.0,-6581.934435751765,-6643.793570267511,14.507637416012585,92.4979752022773,4.0,10.0,0.0,4.0,1.0
rsyn0810m04m,6581.934408,6581.93555,max,-6580.9026874468655,-6592.683981782717,9.97281933017075,21.84574293717742,7.198034751228988,14.647708185948431,4.0,15.0,0.0,3.0,2.0,-6574.47728989106,-6588.871822944026,8.823365462012589,68.78678923007101,4.0,14.0,0.0,3.0,2.0
rsyn0815hfsg,1269.925649,1269.925651,max,-1269.9256453844473,-1269.9256453844473,0.6761787962168455,2.8523337924852967,0.426638382486999,2.4256954099982977,2.0,6.0,0.0,2.0,1.0,-1269.9256453844473,-1269.9256453844473,1.119790080934763,4.5725754871964455,2.0,3.0,0.0,2.0,1.0
rsyn0815m,1269.925649,1269.925652,max,-1269.9256525102546,-1269.9256525102546,0.37127858866006136,2.005102900788188,1.4991972725838425,0.5059056282043457,3.0,11.0,0.0,3.0,2.0,-1269.9256525102546,-1271.1147783345127,0.4581081783398986,9.715343839488924,3.0,10.0,0.0,3.0,1.0
rsyn0815m02hfsg,1774.397335,1774.397335,max,-1774.3973508430147,-1774.397350843015,3.553504985757172,10.643241563811898,2.365312172099948,8.27792939171195,4.0,11.0,0.0,2.0,3.0,-1774.3973508430147,-1774.3973508430147,5.460566680878401,16.040744702331722,5.0,12.0,0.0,2.0,3.0
rsyn0815m02m,1774.397335,1774.397355,max,-1761.3973710168275,-1774.6355133627155,2.0588180450722575,7.023471053689718,3.6553214360028505,3.368149617686868,4.0,16.0,0.0,2.0,3.0,-1774.3973641519558,-1780.9508577629351,1.94393952190876,60.83833067025989,5.0,18.0,0.0,3.0,3.0
rsyn0815m03hfsg,2827.92589,2827.926402,max,-2827.9259083045768,-2853.332365330776,9.453921767883003,17.3526483559981,3.773931956849992,13.578716399148108,4.0,12.0,0.0,2.0,3.0,-2827.6093646373497,-2827.6093646373497,13.51052599772811,27.179130042903125,6.0,17.0,0.0,2.0,4.0
rsyn0815m03m,2827.92589,2827.9259,max,-2827.09310819171,-2827.4835810146674,5.90641385037452,17.490606173872948,8.9073506006971,8.583255573175848,6.0,26.0,0.0,3.0,4.0,-2827.609384738638,-2833.0574819963504,5.788986671715975,90.07295198366046,7.0,23.0,0.0,4.0,4.0
rsyn0815m04hfsg,3410.854344,3410.855163,max,-3410.854358764767,-3425.0495930703637,20.622722604312003,24.93973636534065,6.147932772524655,18.791803592815995,3.0,9.0,0.0,2.0,2.0,-3390.196974651322,-3422.236790908349,20.26064931321889,70.88132080063224,6.0,16.0,0.0,3.0,3.0
rsyn0815m04m,3410.854344,3410.854344,max,-3410.854385560347,-3419.9638487401726,14.092528992332518,41.0031949384138,27.39012997969985,13.613064958713949,5.0,21.0,0.0,3.0,3.0,-3410.854385560347,-3426.704404185861,17.25750072207302,92.08943442907184,5.0,14.0,0.0,3.0,3.0
rsyn0820hfsg,1150.300528,1150.300533,max,-1150.300549101607,-1157.330328641221,0.7987217754125595,3.1378328669816256,0.4741120738908648,2.6637207930907607,2.0,6.0,0.0,2.0,1.0,-1138.4059674805076,-1143.521009195004,0.8482807911932468,15.662120875902474,4.0,7.0,0.0,2.0,3.0
rsyn0820m,1150.300529,1150.300659,max,-1150.3005656748303,-1150.8129792375726,0.4170168284326792,1.6665593991056085,1.0591297214850783,0.6074296776205301,4.0,11.0,0.0,3.0,2.0,-1150.3005656748303,-1150.3005656748303,0.47102274280041456,8.362386612221599,4.0,13.0,0.0,3.0,3.0
rsyn0820m02hfsg,1092.091101,1092.091286,max,-1092.0911170098595,-1092.0911170098598,4.495396664366126,11.810893595218658,2.588845177553594,9.222048417665064,4.0,12.0,0.0,2.0,3.0,-1080.89132742999,-1086.320803350158,4.988355030305684,40.33108246326447,6.0,15.0,0.0,3.0,3.0
rsyn0820m02m,1092.091101,1092.091312,max,-1092.0911299021805,-1092.0911299021805,2.578117825090885,49.71067639719695,43.74259594921023,5.968080447986722,5.0,21.0,0.0,3.0,4.0,-1092.0911299021805,-1092.1151104765554,4.031423561275005,35.22591650299728,5.0,18.0,0.0,4.0,3.0
rsyn0820m03hfsg,2028.811941,2028.812385,max,-2011.2746554945647,-2019.8039384023245,12.074541055597365,21.204806902445853,5.365668827667832,15.83913807477802,4.0,14.0,0.0,2.0,3.0,-2027.3275860311453,-2027.3275860311455,12.098605249077082,113.99408730491996,5.0,13.0,1.0,3.0,3.0
rsyn0820m03m,2028.811941,2028.811945,max,-2028.103607481425,-2028.7213256692369,7.818388204090297,90.51492649503052,76.79978355579078,13.71514293923974,7.0,28.0,0.0,4.0,4.0,-2023.3371625354,-2029.5347095713614,7.344391226768494,99.43103659059852,6.0,18.0,0.0,4.0,3.0
rsyn0820m04hfsg,2450.772201,2450.779273,max,-2435.427741971356,-2443.030063502777,27.298568612895906,28.94698130711913,7.450216322205961,21.49676498491317,4.0,12.0,0.0,2.0,3.0,-2431.6682947680542,-2445.0300722032493,26.709596450440586,69.34870055038482,5.0,14.0,0.0,3.0,3.0
rsyn0820m04m,2450.772201,2450.772414,max,-2450.77226083201,-2450.8866378102853,19.140393887646496,91.92330859228969,76.77321348711848,15.150095105171204,5.0,21.0,0.0,3.0,4.0,-2431.675245418164,-2452.7927383751185,21.405948440544307,107.89568934775887,5.0,14.0,0.0,3.0,3.0
rsyn0830hfsg,510.0720225,510.0720275,max,-509.4855632219596,-513.3521087893043,1.0939563233405352,4.669789023697376,0.9194056382402778,3.7503833854570985,4.0,11.0,0.0,2.0,3.0,-509.4855632219596,-513.3517535093216,2.1067618811503053,9.39343597460538,4.0,9.0,0.0,2.0,3.0
rsyn0830m,510.0720225,510.0720814,max,-509.9370448413973,-510.18414070829806,0.5372609775513411,6.511180332861841,4.554460336454213,1.956719996407628,6.0,18.0,0.0,4.0,4.0,-510.0720285360756,-511.1528999426911,0.9838612070307136,24.091253307648003,5.0,14.0,0.0,4.0,3.0
rsyn0830m02hfsg,730.5072012,730.5074485,max,-728.2386579477484,-731.4458020881443,6.772386907599866,20.46909373253584,2.816609397530556,17.652484335005283,4.0,10.0,0.0,3.0,3.0,-728.2386579477484,-731.0650081548196,7.186037378385663,36.0535011831671,4.0,11.0,0.0,3.0,3.0
rsyn0830m02m,730.5072012,730.5080265,max,-728.7783996749458,-735.3055279062872,4.037243764847517,104.70574220921844,92.0723179904744,12.63342421874404,7.0,21.0,0.0,5.0,3.0,-730.058905034134,-735.3107613087656,4.019560505636036,83.0844164500013,4.0,10.0,0.0,3.0,2.0
rsyn0830m03hfsg,1543.059322,1543.060771,max,-1541.3027006106345,-1541.7049485524303,19.5068364944309,35.4825333179906,7.011046219617128,28.471487098373476,4.0,11.0,0.0,3.0,3.0,-1543.0593824848067,-1543.0593824848067,27.144097548909485,27.91874268930405,5.0,12.0,0.0,3.0,3.0
rsyn0830m03m,1543.059322,1543.059322,max,-1543.0593990072537,-1548.4436343876087,13.266243699006736,45.67553333938122,28.43031285237521,17.24522048700601,5.0,15.0,0.0,4.0,2.0,-1531.4687614812724,-1543.3474177876521,12.379790747538209,111.35183363128452,6.0,14.0,0.0,4.0,3.0
rsyn0830m04hfsg,2529.073411,2529.154834,max,-2521.2528715492417,-2521.2528715492417,46.13470904994756,68.77542383223772,13.524237689562142,55.25118614267558,5.0,15.0,0.0,4.0,3.0,-2524.316807428297,-2546.726671403988,44.52499462943524,78.27867124322802,5.0,15.0,0.0,3.0,3.0
rsyn0830m04m,2529.073411,2529.073418,max,-2522.073506683442,-2529.9916303550362,34.30514154955745,42.12849686294794,16.539005869999528,25.589490992948413,6.0,17.0,0.0,4.0,3.0,-2528.070782102121,-2528.0707821021215,30.43680791836232,132.48180526774377,6.0,19.0,0.0,4.0,3.0
rsyn0840hfsg,325.554507,325.554588,max,-325.55451462433155,-325.5545146243316,1.4471649648621678,5.237017210572958,1.0633348785340786,4.173682332038879,3.0,7.0,0.0,2.0,2.0,-325.55451462433155,-325.55451462433155,2.64286186452955,10.848266738466918,3.0,7.0,0.0,2.0,2.0
rsyn0840m,325.554507,325.554629,max,-325.5545192068541,-326.7892865110652,0.6756651382893324,2.226835122331977,0.8945795819163322,1.3322555404156446,3.0,10.0,0.0,2.0,2.0,-325.5545192068541,-326.73628885563073,0.8157645165920258,15.623892326839268,3.0,9.0,0.0,2.0,2.0
rsyn0840m02hfsg,734.9834974,734.9846345,max,-734.6556425456395,-734.6556425456404,9.939752930775285,31.522236397489905,3.950950085185468,27.57128631230444,4.0,12.0,0.0,4.0,3.0,-731.6764145759118,-732.4895281297671,14.877288985066116,79.69173066783696,6.0,13.0,2.0,4.0,2.0
rsyn0840m02m,734.9834974,734.9840738,max,-733.983564835663,-739.2470497121333,6.11290124244988,19.27701050415635,10.008979815989733,9.268030688166618,4.0,11.0,0.0,3.0,2.0,-734.6556606539958,-735.4511157951857,9.395344872027636,99.22784454654902,6.0,15.0,0.0,4.0,3.0
rsyn0840m03hfsg,2742.645652,2742.647154,max,-2734.2228119394317,-2734.2228119394313,30.012072266079485,29.77427524700761,6.866374502889812,22.9079007441178,3.0,9.0,0.0,2.0,2.0,-2728.9871509943773,-2746.2496760942763,43.80677472334355,71.15044077020139,4.0,6.0,1.0,3.0,1.0
rsyn0840m03m,2742.645652,2742.646358,max,-2723.476308097272,-2746.1869133093473,21.38071027211845,47.89620014373213,37.31686915177852,10.579330991953611,3.0,11.0,0.0,2.0,2.0,-2728.987173960581,-2755.9092164370827,30.997169736772776,124.9355743881315,4.0,13.0,0.0,4.0,1.0
rsyn0840m04hfsg,2564.499483,2564.501451,max,-2561.614005587922,-2561.614005587922,73.33977209590375,63.413265565410256,14.591484959237278,48.82178060617298,4.0,13.0,0.0,3.0,3.0,-2563.500934262692,-2563.5009342626918,67.03400598093867,142.8806585483253,6.0,14.0,1.0,4.0,3.0
rsyn0840m04m,2564.499483,2564.4995,max,-2547.5012627684264,-2564.457107490002,57.27803328540176,113.76450371183456,98.94477239344268,14.81973131839186,3.0,8.0,0.0,2.0,2.0,-2563.5009787335107,-2563.834267877684,72.16422907821834,116.30919285677372,5.0,14.0,0.0,3.0,3.0
sssd08-04,182022.5703,182022.5702,min,182429.4007104114,181463.63748599464,0.18116245791316032,0.4226337512955069,0.3399569885805249,0.082676762714982,4.0,12.0,0.0,2.0,3.0,185595.6238812031,184110.25782965592,0.3564448906108737,0.8063708990812302,4.0,14.0,0.0,2.0,3.0
sssd12-05,281408.6352,281408.6352,min,281864.2324385087,281537.4355471505,0.1109740948304534,0.8499711202457547,0.6637695208191872,0.1862015994265675,4.0,13.0,0.0,2.0,3.0,281864.2324385087,281041.143500828,0.21192212402820587,1.102823520079255,4.0,13.0,0.0,2.0,3.0
sssd15-04,205054.4585,205054.4583,min,205598.6247904889,204410.86427184695,0.10286900866776705,0.7871703840792179,0.6053843265399337,0.1817860575392842,4.0,15.0,0.0,2.0,3.0,205160.9670841025,205160.9670841025,0.19538972713053226,2.364762833341956,6.0,21.0,0.0,4.0,5.0
sssd15-06,539635.4697,539635.2817,min,542000.6610537046,542000.5851591836,0.20683280751109123,7.271319454535842,6.198086040094495,1.0732334144413471,6.0,26.0,1.0,3.0,5.0,547059.0033128052,547059.0033128052,0.22466890141367912,4.512137564830482,6.0,24.0,0.0,3.0,5.0
sssd15-08,562617.8818,562617.8812,min,562717.6668699761,562714.7836166593,0.3993915794417262,4.752872101031244,4.198814088478684,0.5540580125525594,4.0,16.0,2.0,2.0,3.0,576201.4040228351,576201.4040228351,0.4013992166146636,13.730324069969356,6.0,22.0,0.0,4.0,4.0
sssd16-07,417188.8105,417188.7938,min,419645.1297409613,419645.12974096125,0.3281555771827698,4.655661201104522,3.373542464338243,1.2821187367662787,5.0,19.0,0.0,2.0,4.0,420819.3550558988,420819.3550558988,0.3238294031471014,6.92988748010248,6.0,23.0,1.0,3.0,5.0
sssd18-06,397992.2951,397992.2942,min,398640.2285420094,398640.22854200925,0.2880467129871249,2.1782052498310804,1.0819959323853254,1.096209317445755,4.0,15.0,0.0,2.0,3.0,399370.13942539,399370.0998488279,0.2805500505492091,10.38651979342103,6.0,21.0,0.0,4.0,5.0
sssd18-08,832795.5852,832795.292,min,835433.892178138,830074.4549014043,0.6049744496122003,5.004969699308276,3.0473422380164266,1.9576274612918496,5.0,21.0,0.0,2.0,4.0,838844.3124998489,838844.3124998489,0.9749753465875983,16.615452465601265,6.0,24.0,0.0,4.0,4.0
sssd20-04,347691.4105,347691.4101,min,348195.12191514525,346114.65103211283,0.15560306049883366,0.8215857055038214,0.5983366314321756,0.2232490740716457,4.0,16.0,0.0,2.0,3.0,348149.65218380204,347457.2786239143,0.18257550615817308,1.6509700501337647,4.0,15.0,0.0,3.0,3.0
sssd20-08,469619.8376,469619.5679,min,469685.279349116,466394.5173438207,0.7862807121127844,2.860135020688176,2.441740671172738,0.4183943495154381,3.0,11.0,0.0,2.0,2.0,474553.15988824615,474553.15988824615,1.155734091065824,14.83021717518568,6.0,25.0,0.0,3.0,5.0
sssd22-08,508713.7312,508713.3618,min,508773.5758435773,508001.54309837474,0.9992077620700002,7.758393364958465,7.135852579027414,0.6225407859310508,4.0,16.0,0.0,2.0,3.0,513677.41649189417,513042.8874818816,0.9661969691514969,69.87827684357762,7.0,27.0,1.0,2.0,6.0
sssd25-04,300176.5637,300176.5633,min,300368.52769479493,298980.3831004468,0.21889542881399393,0.5749036408960819,0.4435893036425113,0.1313143372535705,2.0,5.0,0.0,2.0,1.0,300747.3854359593,300060.3944576699,0.22413853090256453,1.5338726369664073,5.0,17.0,0.0,4.0,4.0
sssd25-08,472093.078,472093.0775,min,472710.0538850415,469307.2842015014,1.4161139847710729,5.130612556822598,4.263518676161766,0.8670938806608319,4.0,16.0,0.0,2.0,3.0,476677.26348287385,474950.9119888673,1.2824997827410698,14.40238273050636,8.0,32.0,0.0,3.0,7.0
st_e14,4.579582402,4.5795824,min,4.579582373600571,4.579582373600571,0.03745718393474817,0.0984705192968249,0.0407285438850522,0.0577419754117727,5.0,8.0,0.0,2.0,4.0,4.579582373600571,4.579582373600571,0.05207176599651575,0.1216898690909147,5.0,11.0,0.0,2.0,4.0
stockcycle,119948.6883,119949.0,min,130241.5047652714,117916.20281276494,14.758739559911191,301.6844888422638,267.7783149695024,33.90617387276143,34.0,164.0,0.0,7.0,32.0,127382.33276159664,117916.20281276494,11.374880361370742,302.736812797375,35.0,157.0,0.0,4.0,33.0
syn05hfsg,837.7324009,837.7324009,max,-837.4448692389773,-838.0107393990462,0.06516782101243734,0.0614936593919992,0.0467817774042487,0.0147118819877505,2.0,5.0,0.0,2.0,0.0,-837.4448692389773,-838.0107393990462,0.1272827573120594,0.060471324250102,2.0,2.0,0.0,2.0,0.0
syn05m,837.7324009,837.7324009,max,-837.732400041932,-837.732400041932,0.02904373500496149,0.0554515337571501,0.0329042077064514,0.0225473260506987,3.0,5.0,0.0,2.0,1.0,-837.732400041932,-837.732400041932,0.056767174042761326,0.0798768121749162,2.0,3.0,0.0,2.0,1.0
syn05m02hfsg,3032.735386,3032.735455,max,-3032.7353977849407,-3032.7353977849407,0.10581894218921661,0.1493502864614129,0.0846638390794396,0.0646864473819732,2.0,4.0,0.0,2.0,1.0,-3032.7353977849407,-3033.3467486339546,0.20897641591727734,0.2324634036049246,2.0,2.0,0.0,2.0,0.0
syn05m02m,3032.735386,3032.7354,max,-3032.735404473127,-3032.735404473127,0.08201427385210991,0.1226340290158987,0.0811323896050453,0.0415016394108533,3.0,6.0,0.0,3.0,1.0,-3032.735404473127,-3032.735404473127,0.14267568197101355,0.1526598175987601,2.0,3.0,0.0,2.0,1.0
syn05m03hfsg,4027.371755,4027.372147,max,-4027.371769599101,-4027.3717695991013,0.20440072380006313,0.2755790343508124,0.1140178674831986,0.1615611668676138,2.0,4.0,0.0,2.0,1.0,-4027.371769599101,-4027.983129065039,0.3849808042868972,0.5326339611783624,2.0,3.0,0.0,2.0,0.0
syn05m03m,4027.371755,4027.371785,max,-4027.371779866801,-4027.3717798668013,0.13301849830895662,0.2172439200803637,0.0936523005366325,0.1235916195437312,2.0,3.0,0.0,2.0,1.0,-4027.371779866801,-4027.3717798668013,0.23657682910561562,0.3833170216530561,2.0,2.0,0.0,2.0,1.0
syn05m04hfsg,5510.387345,5510.387499,max,-5510.387364929048,-5510.387364929048,0.3302795607596636,0.4005481228232384,0.1358452094718814,0.264702913351357,2.0,4.0,0.0,2.0,1.0,-5510.387364929048,-5510.998733862197,0.3834038134664297,0.6701294621452689,2.0,3.0,0.0,2.0,0.0
syn05m04m,5510.387345,5510.387352,max,-5510.387378054991,-5510.387378054993,0.1863657906651497,0.3865771852433681,0.1732458602637052,0.2133313249796629,3.0,6.0,0.0,3.0,1.0,-5510.387378054991,-5510.387378054993,0.2350481916218996,0.4710459224879741,2.0,4.0,0.0,2.0,1.0
syn10hfsg,1267.35355,1267.35355,max,-1267.3535466108872,-1267.3535466108872,0.08263836894184351,0.1914958478882908,0.0962687013670802,0.0952271465212106,2.0,4.0,0.0,2.0,1.0,-1267.3535466108872,-1267.7093045496931,0.10052760504186153,0.2738091927021742,2.0,2.0,0.0,2.0,0.0
syn10m,1267.35355,1267.35355,max,-1267.3535524455351,-1267.3535524455353,0.05820991564542055,0.1873677615076303,0.0961693171411752,0.091198444366455,4.0,10.0,0.0,4.0,2.0,-1267.3535524455351,-1267.3535524455353,0.07670670095831156,0.0885257981717586,2.0,4.0,0.0,2.0,1.0
syn10m02hfsg,2310.300691,2310.300718,max,-2310.300708300504,-2310.300708300504,0.2633258569985628,0.380746996961534,0.1450354689732194,0.2357115279883146,2.0,5.0,0.0,2.0,1.0,-2310.300708300504,-2310.300708300504,0.31794438138604164,0.6631005238741636,2.0,3.0,0.0,2.0,1.0
syn10m02m,2310.300691,2310.3007,max,-2306.372116414016,-2306.372116414016,0.14696201030164957,0.2433358365669846,0.0971074858680367,0.1462283506989479,2.0,3.0,0.0,2.0,1.0,-2306.372116414016,-2306.372116414016,0.19472086522728205,0.4896178068593144,2.0,4.0,0.0,2.0,1.0
syn10m03hfsg,3354.682795,3354.682823,max,-3354.682820053194,-3354.682820053194,0.5307498052716255,1.277520289644599,0.2361419517546892,1.0413783378899095,2.0,4.0,0.0,2.0,1.0,-3354.682820053194,-3354.682820053194,0.6298769162967801,2.561583586968481,2.0,3.0,0.0,2.0,1.0
syn10m03m,3354.682795,3354.6828,max,-3354.682834703802,-3354.682834703802,0.28058872651308775,0.3520910497754812,0.1717743566259741,0.180316693149507,2.0,3.0,0.0,2.0,1.0,-3354.682834703802,-3354.682834703802,0.3327300539240241,0.7674970468506217,2.0,5.0,0.0,2.0,1.0
syn10m04hfsg,4557.062338,4557.062353,max,-4557.062370607142,-4557.062370607142,0.8931116200983524,2.5727010099217296,0.3975096959620714,2.175191313959658,2.0,5.0,0.0,2.0,1.0,-4557.062370607142,-4558.90697122097,1.0367868533357978,3.4205750292167068,2.0,4.0,0.0,2.0,0.0
syn10m04m,4557.062338,4557.062343,max,-4557.062388609455,-4557.06238860946,0.517752037383616,0.563718200661242,0.184206155128777,0.379512045532465,2.0,3.0,0.0,2.0,1.0,-4557.062388609455,-4557.06238860946,0.5884182685986161,1.127570322714746,2.0,6.0,0.0,2.0,1.0
