id,path,obj,dual_obj,calc_time
212,tanksize.mod,1.268643753433568,0.8416263017234449,0.23916200000000004
213,transswitch0009p.mod,5296.686202540497,2863.85997960125,300.730453
214,transswitch0009r.mod,5296.686203332014,4584.431648712609,300.784332
215,transswitch0014p.mod,0,0,0.591502
216,transswitch0014r.mod,8082.581685930672,0,300.381614
217,transswitch0030p.mod,0,0,3.5352349999999997
218,transswitch0030r.mod,579.1009461397421,0,300.238761
219,transswitch0039p.mod,41877.961689332835,2,4.793938
220,transswitch0039r.mod,41869.051499705565,27004.38871185604,300.188736
221,transswitch0057p.mod,0,0,300.204716
222,transswitch0057r.mod,0,0,300.13710799999996
223,transswitch0118p.mod,0,0,34.486481000000005
224,transswitch0118r.mod,0,0,300.118958
225,transswitch0300p.mod,0,0,300.23438600000003
226,transswitch0300r.mod,0,0,300.184791
227,transswitch2383wpp.mod,0,558251.6499999999,405.991314
228,transswitch2383wpr.mod,0,558251.6500000281,301.04249400000003
229,transswitch2736spp.mod,0,945969.06,313.54519899999997
230,transswitch2736spr.mod,0,945969.0600001091,301.148918
231,tspn05.mod,194.0655532191308,85.52140604981767,0.061946
232,tspn08.mod,341.05007497231304,169.5324364002041,0.47155699999999995
233,tspn10.mod,294.77206802858825,27.74817249460291,0.13239299999999998
234,tspn12.mod,460.1435320539304,32.17850220327185,0.17939200000000002
235,tspn15.mod,375.7804899039179,117.1441594696227,1.500595
236,unitcommit2.mod,580313.2851388963,574913.8402823289,2.764883
237,uselinear.mod,2936.2609699999834,-100000000000000000000,302.05760999999995
238,var_con10.mod,0,0,9.162729
239,var_con5.mod,0,0,14.188735
240,wager.mod,20339.431838752687,17972.03424383621,300.030387
241,wastepaper3.mod,0.02973729544468056,0,0.625765
242,wastepaper4.mod,0.1126527333683734,0,0.708993
243,wastepaper5.mod,0.02120173108175435,0,1.433155
244,wastepaper6.mod,0.008316786536881959,0,3.7945870000000004
245,water4.mod,926.9472848935218,521.1141571061472,300.358769
246,waternd1.mod,639771.6045132766,551934.9936463077,0.28551899999999997
247,waternd2.mod,320042.3105993165,1044152.408850732,1.506492
248,waterno2_01.mod,19.45667985524257,15.74504417635879,0.247497
249,waterno2_02.mod,55.305133233693496,55.3051332336935,2.1967790000000003
250,waterno2_03.mod,117.47827838124822,41.19971292719544,5.601361
251,waterno2_04.mod,194.95765642596535,42.91516269773508,15.164443
252,waterno2_06.mod,346.7309046925596,102.726798182486,165.27729399999998
253,waterno2_09.mod,1064.439697452608,146.3885097503387,300.22232
254,waterno2_12.mod,2480.631711132217,374.0188683402867,300.166869
255,waterno2_18.mod,5716.644527885852,666.9886140042165,300.122775
256,waterno2_24.mod,7860.388930630913,870.9860549622693,300.12832000000003
257,watertreatnd_conc.mod,348336.7610271014,344940.4305122409,6.1316299999999995
258,watertreatnd_flow.mod,348337.0416160051,344918.2373232975,44.333895999999996
259,waterx.mod,0,203.2915803758703,0.228368
260,waterz.mod,940.2115212247253,124.8924487634919,300.687259
261,windfac.mod,0.2544872977830247,0.2544872977830247,0.036953
