name,primalbound,dualbound,objsense,cvx_bonmin.obj,cvx_bonmin.dual_obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_bonmin.NLP_runs,cvx_bonmin.FNLP_runs,cvx_bonmin.MIQP_runs,cvx_bonmin.MILP_runs,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.dual_obj,cvx_shot.calc_time,cvx_shot.NLP_runs,cvx_shot.MIP_runs,cvx_shot.relaxed_MIP_runs,cvx_gurobi.obj,cvx_gurobi.dual_obj,cvx_gurobi.calc_time,cvx_scip.obj,cvx_scip.dual_obj,cvx_scip.calc_time
rsyn0815m02hfsg,1774.397335,1774.397335,max,1774.3973351709192,,0,19.882865730673075,,0.0,0.0,0.0,0.0,0.0,0.0,1774.3973508430147,,3.553504985757172,10.643241563811898,2.365312172099948,8.27792939171195,4.0,11.0,0.0,2.0,3.0,1774.3973508430147,,3.6853575641289353,12.331225860863924,1.6851705610752106,10.646055299788712,2.0,6.0,0.0,2.0,0.0,1774.3973883227875,6062.4484155383325,2.930304667,11,110,0,1774.109974674254,1790.757924297997,0.304698,1774.397340419094,1781.549874632472,3.016541
rsyn0815m02m,1774.397335,1774.397355,max,-inf,inf,,,,,,,,,,1761.3973710168275,,2.0588180450722575,7.023471053689718,3.6553214360028505,3.368149617686868,4.0,16.0,0.0,2.0,3.0,1761.3973710168275,,2.0884762527421117,5.339923436753452,1.684235961176455,3.655687475576997,2.0,6.0,0.0,2.0,0.0,1773.7945029938296,1788.6010062543312,0.547056326,3,0,50,1774.3973351369518,1790.458659107029,0.353437,1774.3973410718584,1783.99831790177,10.885072
rsyn0815m03hfsg,2827.92589,2827.926402,max,2827.9258901289054,,0,54.314462734386325,,0.0,0.0,0.0,0.0,0.0,0.0,2827.9259083045768,,9.453921767883003,17.3526483559981,3.773931956849992,13.578716399148108,4.0,12.0,0.0,2.0,3.0,2827.9259083045768,,9.895062864758074,19.43901504483074,2.3327297689393163,17.106285275891423,2.0,6.0,0.0,2.0,0.0,2827.925964967154,9464.624610065815,6.390891621,13,130,0,2827.9258900397604,2843.051328111225,0.961612,2827.609350710571,2845.680229552093,4.189394
rsyn0815m03m,2827.92589,2827.9259,max,-inf,inf,,,,,,,,,,2827.09310819171,,5.90641385037452,17.490606173872948,8.9073506006971,8.583255573175848,6.0,26.0,0.0,3.0,4.0,2793.9259542902164,,6.066592917777598,8.925387600436807,2.184593421407044,6.740794179029763,2.0,6.0,0.0,2.0,0.0,2827.908762295376,2856.136165814639,1.903641234,4,0,50,2827.9128795132597,2856.165343122722,0.6876030000000001,2827.925898082771,2827.925898082771,22.059857
rsyn0815m04hfsg,3410.854344,3410.855163,max,3410.8543439833543,,0,82.44294636510313,,0.0,0.0,0.0,0.0,0.0,0.0,3410.854358764767,,20.622722604312003,24.93973636534065,6.147932772524655,18.791803592815995,3.0,9.0,0.0,2.0,2.0,3410.854358764767,,21.62140038050711,28.32059178501368,3.287813221104443,25.032778563909236,2.0,6.0,0.0,2.0,0.0,3410.8544472326103,13687.46717401848,10.066865515,15,150,0,3410.0669630045204,3419.036333553986,0.491104,3398.699137965912,3424.439344143882,4.470571
rsyn0815m04m,3410.854344,3410.854344,max,3111.042852462589,,0,300.8610566919669,,0.0,0.0,0.0,0.0,0.0,0.0,3410.854385560347,,14.092528992332518,41.0031949384138,27.39012997969985,13.613064958713949,5.0,21.0,0.0,3.0,3.0,3359.207675194152,,14.319582363590598,14.657170875929296,3.725961008109152,10.931209867820144,2.0,6.0,0.0,2.0,0.0,3410.828911228825,3442.317106701165,1.525127202,5,0,50,3410.854343900059,3443.959220260452,0.951608,3410.854357554339,3410.854357554339,101.545125
rsyn0820hfsg,1150.300528,1150.300533,max,1150.300528400815,,0,4.606727369129658,,0.0,0.0,0.0,0.0,0.0,0.0,1150.300549101607,,0.7987217754125595,3.1378328669816256,0.4741120738908648,2.6637207930907607,2.0,6.0,0.0,2.0,1.0,1150.300549101607,,0.8788692131638527,3.9557199366390714,0.5415959004312754,3.414124036207795,2.0,6.0,0.0,2.0,0.0,1150.3005925896236,3895.240559642243,0.8271897659999999,6,60,0,1150.261387368111,1161.722077492419,0.084328,1150.3005315839712,1161.701693573023,0.696213
rsyn0820m,1150.300529,1150.300659,max,1146.0256481562687,,0,303.2068666219712,,0.0,0.0,0.0,0.0,0.0,0.0,1150.3005656748303,,0.4170168284326792,1.6665593991056085,1.0591297214850783,0.6074296776205301,4.0,11.0,0.0,3.0,2.0,1125.405992025496,,0.43393365293741226,0.8995767626911402,0.4498810730874538,0.4496956896036863,2.0,6.0,0.0,2.0,0.0,1150.3012743709037,1150.3012743709037,0.343703259,2,10,50,1150.300528311796,1161.609783060264,0.165178,1150.300539229066,1150.300539229066,1.357553
rsyn0820m02hfsg,1092.091101,1092.091286,max,1092.0911007849572,,0,30.549341218546036,,0.0,0.0,0.0,0.0,0.0,0.0,1092.0911170098595,,4.495396664366126,11.810893595218658,2.588845177553594,9.222048417665064,4.0,12.0,0.0,2.0,3.0,1092.0911170098595,,4.561642022803426,11.900773401372136,1.730197373777628,10.170576027594509,2.0,6.0,0.0,2.0,0.0,1092.0911628892338,4768.014545164906,4.366434758,12,120,0,1090.8760312664426,1099.669357550548,0.299682,1092.091103065013,1102.808249278732,2.889286
rsyn0820m02m,1092.091101,1092.091312,max,-inf,inf,,,,,,,,,,1092.0911299021805,,2.578117825090885,49.71067639719695,43.74259594921023,5.968080447986722,5.0,21.0,0.0,3.0,4.0,1076.2824874822225,,2.57875251583755,7.237445628270507,2.312004378996789,4.925441249273717,2.0,6.0,0.0,2.0,0.0,1092.0915198987002,1102.5760574736455,0.796220928,5,10,40,1092.091100725486,1101.985816142067,0.5184759999999999,1092.0911063450021,1099.170675885199,12.71632
rsyn0820m03hfsg,2028.811941,2028.812385,max,2028.811940820941,,0,95.13494704756886,,0.0,0.0,0.0,0.0,0.0,0.0,2011.2746554945647,,12.074541055597365,21.204806902445853,5.365668827667832,15.83913807477802,4.0,14.0,0.0,2.0,3.0,2011.2746554945647,,12.386258183978498,22.03384826891124,3.225091523490846,18.8087567454204,2.0,6.0,0.0,2.0,0.0,2028.8120361619435,7870.507880865823,9.416265134,14,140,0,2026.6098952977477,2043.595708410359,0.495583,2027.3275077934804,2040.998781171674,11.121892
rsyn0820m03m,2028.811941,2028.811945,max,-inf,inf,,,,,,,,,,2028.103607481425,,7.818388204090297,90.51492649503052,76.79978355579078,13.71514293923974,7.0,28.0,0.0,4.0,4.0,1977.6663471750903,,8.014352588914335,12.372569014318287,3.01546785607934,9.357101158238947,2.0,6.0,0.0,2.0,0.0,2027.328726609167,2027.328726609167,2.316142019,4,10,60,2027.327499355867,2045.14870130404,1.427687,2028.8119489211617,2047.592546072244,23.692497
rsyn0820m04hfsg,2450.772201,2450.779273,max,2450.7722008455903,,0,122.01869038213044,,0.0,0.0,0.0,0.0,0.0,0.0,2435.427741971356,,27.298568612895906,28.94698130711913,7.450216322205961,21.49676498491317,4.0,12.0,0.0,2.0,3.0,2435.427741971356,,28.617835918441415,32.56564361136407,4.5217575039714575,28.04388610739261,2.0,6.0,0.0,2.0,0.0,2450.7723293976014,10305.463799502695,19.596632976,17,170,0,2450.7722006892486,2455.376049819796,1.2449940000000002,2450.772209292732,2450.772209292733,9.312062
rsyn0820m04m,2450.772201,2450.772414,max,946.6044327960884,,0,301.35569920390844,,0.0,0.0,0.0,0.0,0.0,0.0,2450.77226083201,,19.140393887646496,91.92330859228969,76.77321348711848,15.150095105171204,5.0,21.0,0.0,3.0,4.0,2389.229275811621,,19.742233048193157,18.39832899160683,5.340373351238668,13.057955640368164,2.0,6.0,0.0,2.0,0.0,2450.7735848689567,2450.773584868958,3.899887366,6,10,50,2450.772200893644,2474.568070469991,1.07838,2450.7722487645624,2450.772248764561,80.8286
rsyn0830hfsg,510.0720225,510.0720275,max,510.07202245874953,,0,5.587765214964747,,0.0,0.0,0.0,0.0,0.0,0.0,509.4855632219596,,1.0939563233405352,4.669789023697376,0.9194056382402778,3.7503833854570985,4.0,11.0,0.0,2.0,3.0,509.4855632219596,,1.1684560999274254,4.8536148788407445,0.5147065268829465,4.338908351957798,2.0,4.0,0.0,2.0,0.0,510.07205110532794,1302.605882299728,1.618301073,9,90,0,509.4427097234227,513.0829657700998,0.1660219999999999,510.07202352293075,512.2569162052819,2.551697
rsyn0830m,510.0720225,510.0720814,max,495.6173508315258,,0,302.50670110434294,,0.0,0.0,0.0,0.0,0.0,0.0,509.9370448413973,,0.5372609775513411,6.511180332861841,4.554460336454213,1.956719996407628,6.0,18.0,0.0,4.0,4.0,495.75978536489816,,0.5728232162073255,1.5045772837474942,0.4077670387923717,1.0968102449551225,2.0,6.0,0.0,2.0,0.0,510.07333290227353,514.7893847963683,0.493763496,5,10,50,510.07202243681627,512.8638231131067,0.192738,510.07202600794585,511.9256832697538,2.012673
rsyn0830m02hfsg,730.5072012,730.5074485,max,730.507201236392,,0,40.77935517951846,,0.0,0.0,0.0,0.0,0.0,0.0,728.2386579477484,,6.772386907599866,20.46909373253584,2.816609397530556,17.652484335005283,4.0,10.0,0.0,3.0,3.0,720.8573027066662,,7.193196858279407,15.690196011215448,1.5398237379267812,14.150372273288667,2.0,4.0,0.0,2.0,0.0,730.507280151144,2629.675579498417,7.228461343,13,130,0,728.235201740164,735.502715827737,0.2607219999999999,728.7783761340568,734.9899642518517,4.776758
rsyn0830m02m,730.5072012,730.5080265,max,-inf,inf,,,,,,,,,,728.7783996749458,,4.037243764847517,104.70574220921844,92.0723179904744,12.63342421874404,7.0,21.0,0.0,5.0,3.0,708.9879025526174,,4.226658030413091,8.673528018407524,1.7629394447430968,6.910588573664427,2.0,6.0,0.0,2.0,0.0,730.5077889325614,730.5077889325619,0.94713057,4,10,60,730.5072011585903,737.3781997204171,0.427953,730.5072142812209,730.5072142812205,6.802483
rsyn0830m03hfsg,1543.059322,1543.060771,max,1542.3278743295668,,0,50.64355287048966,,0.0,0.0,0.0,0.0,0.0,0.0,1541.3027006106345,,19.5068364944309,35.4825333179906,7.011046219617128,28.471487098373476,4.0,11.0,0.0,3.0,3.0,1529.0884435400735,,20.599205263890326,27.34761634282768,3.965079139918089,23.38253720290959,2.0,5.0,0.0,2.0,0.0,1543.0594420222678,4290.09282001663,16.162801366,13,130,0,1535.0388800005674,1550.184540844943,0.430577,1537.7771986395935,1548.513518603459,9.712777
rsyn0830m03m,1543.059322,1543.059322,max,1183.7840532510324,,0,300.93200934585184,,0.0,0.0,0.0,0.0,0.0,0.0,1543.0593990072537,,13.266243699006736,45.67553333938122,28.43031285237521,17.24522048700601,5.0,15.0,0.0,4.0,2.0,1502.2774408485363,,13.311612699180841,14.340454109944403,2.8747812835499644,11.46567282639444,2.0,6.0,0.0,2.0,0.0,1541.612616393907,1541.6126163939073,2.494013094,7,10,60,1543.0593214616504,1556.370049826773,0.694574,1543.059338370707,1556.68310125711,16.911967
rsyn0830m04hfsg,2529.073411,2529.154834,max,2527.8566760266626,,0,187.2607853738591,,0.0,0.0,0.0,0.0,0.0,0.0,2521.2528715492417,,46.13470904994756,68.77542383223772,13.524237689562142,55.25118614267558,5.0,15.0,0.0,4.0,3.0,2501.198278150654,,47.153594693169,40.143759766593575,6.400195804424584,33.74356396216899,2.0,6.0,0.0,2.0,0.0,2529.0735668990133,6268.436129245012,30.954340195,13,130,0,2525.4889996360153,2541.09464146007,0.4993419999999999,2516.7438815381397,2541.642481835968,15.679209
rsyn0830m04m,2529.073411,2529.073418,max,706.1407960362894,,0,301.0584899177775,,0.0,0.0,0.0,0.0,0.0,0.0,2522.073506683442,,34.30514154955745,42.12849686294794,16.539005869999528,25.589490992948413,6.0,17.0,0.0,4.0,3.0,2473.9557891900104,,34.56467360444367,17.58010802976787,3.692449430003762,13.887658599764109,2.0,5.0,0.0,2.0,0.0,2528.3455506355244,2553.4976274475443,5.071533947,7,0,40,2526.0404609296475,2551.228772993585,1.2228679999999998,2529.0734382713454,2529.073438271344,73.159114
rsyn0840hfsg,325.554507,325.554588,max,325.5545070084967,,0,4.22946756426245,,0.0,0.0,0.0,0.0,0.0,0.0,325.55451462433155,,1.4471649648621678,5.237017210572958,1.0633348785340786,4.173682332038879,3.0,7.0,0.0,2.0,2.0,325.55451462433155,,1.4915713211521506,6.851679725572467,0.8359203450381756,6.015759380534291,2.0,4.0,0.0,2.0,0.0,325.554546282053,1878.2380108414527,3.238284773,15,150,0,325.5545069946728,326.705533080629,0.12973,325.55450812121666,326.8353899268759,1.147443
rsyn0840m,325.554507,325.554629,max,247.7241459584008,,0,302.4239365328104,,0.0,0.0,0.0,0.0,0.0,0.0,325.5545192068541,,0.6756651382893324,2.226835122331977,0.8945795819163322,1.3322555404156446,3.0,10.0,0.0,2.0,2.0,325.5545192068541,,0.7441053129732609,2.0654425406828523,0.5085773710161448,1.5568651696667075,2.0,6.0,0.0,2.0,0.0,325.5548139603849,327.87171822918344,0.3418043469999999,3,0,50,325.55450698807414,326.0046756639417,0.175181,325.5545090168707,325.554509016871,2.181052
rsyn0840m02hfsg,734.9834974,734.9846345,max,734.9834974432574,,0,37.28940441925079,,0.0,0.0,0.0,0.0,0.0,0.0,734.6556425456395,,9.939752930775285,31.522236397489905,3.950950085185468,27.57128631230444,4.0,12.0,0.0,4.0,3.0,719.5321216117302,,9.381302268244326,17.647536215372384,1.7960659302771091,15.851470285095274,2.0,6.0,0.0,2.0,0.0,734.9836252556461,4663.195111244411,10.464979205,13,130,0,734.8839139061739,742.0168278439565,0.286347,734.983503033578,736.6201998834812,2.8456
rsyn0840m02m,734.9834974,734.9840738,max,499.21102482110814,,0,301.1265186360106,,0.0,0.0,0.0,0.0,0.0,0.0,733.983564835663,,6.11290124244988,19.27701050415635,10.008979815989733,9.268030688166618,4.0,11.0,0.0,3.0,2.0,721.9835737402354,,5.899272774346173,12.66164060216397,5.502130422741175,7.159510179422796,2.0,6.0,0.0,2.0,0.0,734.9861193521278,741.9738137057793,1.7523402769999998,6,10,40,734.9834973674523,738.4229600715086,0.550789,734.9835168286352,734.9835168286348,10.288558
rsyn0840m03hfsg,2742.645652,2742.647154,max,2727.1873193652023,,0,253.42026229482144,,0.0,0.0,0.0,0.0,0.0,0.0,2734.2228119394317,,30.012072266079485,29.77427524700761,6.866374502889812,22.9079007441178,3.0,9.0,0.0,2.0,2.0,2734.2228119394317,,29.564262012951076,34.41978488955647,4.545476457104087,29.87430843245238,2.0,6.0,0.0,2.0,0.0,2742.64577507078,7835.58763872168,35.512917142000006,16,160,0,2732.1679580332225,2752.435759049817,0.4644749999999999,2732.527697439462,2755.671304981733,4.90486
rsyn0840m03m,2742.645652,2742.646358,max,1820.2788622808364,,0,301.11843505781144,,0.0,0.0,0.0,0.0,0.0,0.0,2723.476308097272,,21.38071027211845,47.89620014373213,37.31686915177852,10.579330991953611,3.0,11.0,0.0,2.0,2.0,2723.476308097272,,21.210690920241177,47.74074898846448,34.92133617401123,12.819412814453244,2.0,6.0,0.0,2.0,0.0,2734.222945036317,2757.9299591175945,5.001089799,11,0,50,2742.645651508749,2752.031294828171,0.654142,2740.224492254219,2762.870657661095,12.063935
rsyn0840m04hfsg,2564.499483,2564.501451,max,2563.2523125851926,,0,188.62287379801276,,0.0,0.0,0.0,0.0,0.0,0.0,2561.614005587922,,73.33977209590375,63.413265565410256,14.591484959237278,48.82178060617298,4.0,13.0,0.0,3.0,3.0,2534.3107131899983,,73.29816375486553,44.61358935572207,6.1087445467710495,38.50484480895102,2.0,6.0,0.0,2.0,0.0,2564.499736768467,10082.119776268317,134.264693776,25,240,0,2552.712354591768,2578.040625739889,0.583703,2557.5953184125565,2571.208837486453,5.315624000000001
rsyn0840m04m,2564.499483,2564.4995,max,696.7625333407096,,0,303.84299226198345,,0.0,0.0,0.0,0.0,0.0,0.0,2547.5012627684264,,57.27803328540176,113.76450371183456,98.94477239344268,14.81973131839186,3.0,8.0,0.0,2.0,2.0,2547.5012627684264,,57.10278667509556,112.65276128984988,96.10901458282024,16.54374670702964,2.0,6.0,0.0,2.0,0.0,2562.0048459222107,2586.773224151167,10.041278657,10,0,40,2561.893762412993,2585.413686323857,0.668288,2564.49952051438,2588.929947934184,172.65007599999998
sssd08-04,182022.5703,182022.5702,min,183200.4355342752,-inf,0,1.471443947404623,,0.0,0.0,0.0,0.0,0.0,0.0,182429.4007104114,181463.63748599464,0.18116245791316032,0.4226337512955069,0.3399569885805249,0.082676762714982,4.0,12.0,0.0,2.0,3.0,182429.4007104114,182429.4007104114,0.1831252221018076,0.1765893474221229,0.1566316401585936,0.0199577072635293,2.0,3.0,0.0,2.0,0.0,182381.71994413144,182381.71994413144,0.186416794,4,10,20,182022.56980973756,180907.5365518331,0.242679,182022.57009207745,181121.5486019324,8.471021
sssd12-05,281408.6352,281408.6352,min,282077.3343156275,-inf,0,2.452995262108743,,0.0,0.0,0.0,0.0,0.0,0.0,281864.2324385087,281537.4355471505,0.1109740948304534,0.8499711202457547,0.6637695208191872,0.1862015994265675,4.0,13.0,0.0,2.0,3.0,281864.2324385087,281864.2324385087,0.11250744760036469,0.4427272984758019,0.3358053462579846,0.1069219522178173,2.0,3.0,0.0,2.0,0.0,281863.2896051938,281863.2896051938,0.221189669,3,10,100,282097.19595700764,279770.7176255228,0.408672,281455.6625698873,257805.5775884614,301.013537
sssd15-04,205054.4585,205054.4583,min,205054.45853183,-inf,0,1.5242394991219044,,0.0,0.0,0.0,0.0,0.0,0.0,205598.6247904889,204410.86427184695,0.10286900866776705,0.7871703840792179,0.6053843265399337,0.1817860575392842,4.0,15.0,0.0,2.0,3.0,205598.6247904889,205598.62479048886,0.1038593091070652,0.4036264382302761,0.2883493229746818,0.1152771152555942,2.0,5.0,0.0,2.0,0.0,205160.71885044596,205160.71885044596,0.234315769,4,10,70,205325.6927548305,203411.1996127701,0.321067,205160.9886055506,178893.0640106356,300.952124
sssd15-06,539635.4697,539635.2817,min,543719.4067432329,-inf,0,18.733258686959743,,0.0,0.0,0.0,0.0,0.0,0.0,542000.6610537046,542000.5851591836,0.20683280751109123,7.271319454535842,6.198086040094495,1.0732334144413471,6.0,26.0,1.0,3.0,5.0,543644.8996134093,543644.8996134093,0.206103278324008,0.558002283796668,0.3903798973187804,0.1676223864778876,2.0,6.0,0.0,2.0,0.0,541792.8866894033,538731.1658644478,0.6264313579999999,9,0,200,544201.0776493888,538914.4628263917,0.562649,541956.0337304904,430942.1497678685,300.833761
sssd15-08,562617.8818,562617.8812,min,567102.9704180829,-inf,0,122.67047472298144,,0.0,0.0,0.0,0.0,0.0,0.0,562717.6668699761,562714.7836166593,0.3993915794417262,4.752872101031244,4.198814088478684,0.5540580125525594,4.0,16.0,2.0,2.0,3.0,562717.6668699761,562717.6668699761,0.40077466517686844,1.7386523559689522,1.4722656374797225,0.2663867184892297,2.0,6.0,0.0,2.0,0.0,564637.3125595937,560930.2580954428,0.859471234,10,0,160,567119.9938340462,561933.6710355653,0.586767,563351.5199724408,464242.9533718637,300.571128
sssd16-07,417188.8105,417188.7938,min,419601.0628130388,-inf,0,19.379901305772364,,0.0,0.0,0.0,0.0,0.0,0.0,419645.1297409613,419645.12974096125,0.3281555771827698,4.655661201104522,3.373542464338243,1.2821187367662787,5.0,19.0,0.0,2.0,4.0,419645.1297409613,419645.12974096125,0.3289598152041435,1.3030230067670343,1.0397506318986416,0.2632723748683929,2.0,6.0,0.0,2.0,0.0,420489.1334808394,420489.1334808394,0.692345128,7,10,220,420017.6637400005,416149.8445333338,0.547162,419114.18601613736,348279.8834726953,300.734383
sssd18-06,397992.2951,397992.2942,min,400946.25602764287,-inf,0,4.523584292270243,,0.0,0.0,0.0,0.0,0.0,0.0,398640.2285420094,398640.22854200925,0.2880467129871249,2.1782052498310804,1.0819959323853254,1.096209317445755,4.0,15.0,0.0,2.0,3.0,398640.2285420094,398640.2285420094,0.2863932577893138,0.8197625065222383,0.6539985733106732,0.165763933211565,2.0,6.0,0.0,2.0,0.0,399291.43214126496,399291.43214126496,0.544832576,7,10,100,400468.05253221036,396871.3410549448,0.32606,398253.64877205394,334281.5987379956,300.83208399999995
sssd18-08,832795.5852,832795.292,min,839705.4367214263,-inf,0,88.43784904014319,,0.0,0.0,0.0,0.0,0.0,0.0,835433.892178138,830074.4549014043,0.6049744496122003,5.004969699308276,3.0473422380164266,1.9576274612918496,5.0,21.0,0.0,2.0,4.0,835433.892178138,835433.892178138,0.6111834971234202,1.2560317646712065,1.0042424770072105,0.2517892876639962,2.0,6.0,0.0,2.0,0.0,836825.4340181702,828864.5026270525,1.32423956,10,0,210,835906.3260222874,832021.2646190661,0.564733,838082.585883481,621750.0099375499,300.639507
sssd20-04,347691.4105,347691.4101,min,349950.2585020412,-inf,0,2.0858676275238395,,0.0,0.0,0.0,0.0,0.0,0.0,348195.12191514525,346114.65103211283,0.15560306049883366,0.8215857055038214,0.5983366314321756,0.2232490740716457,4.0,16.0,0.0,2.0,3.0,348195.12191514525,348195.12191514525,0.1511096078902483,0.4853869453072548,0.2943837707862258,0.191003174521029,2.0,6.0,0.0,2.0,0.0,349208.2572255048,349208.2572255048,0.236414245,4,10,200,348197.72235463385,345800.6056445187,0.168073,347764.4568928224,288222.2539021965,300.819051
sssd20-08,469619.8376,469619.5679,min,473489.52904233616,-inf,0,41.51622818596661,,0.0,0.0,0.0,0.0,0.0,0.0,469685.279349116,466394.5173438207,0.7862807121127844,2.860135020688176,2.441740671172738,0.4183943495154381,3.0,11.0,0.0,2.0,2.0,469685.279349116,469685.27934911597,0.7743265144526958,2.028867253102362,1.4874782925471663,0.5413889605551958,2.0,6.0,0.0,2.0,0.0,495105.5485167281,495105.5485167281,0.863160401,10,10,320,471864.8708821045,468315.4089422042,0.437884,471977.4412435475,394050.0592628875,300.589981
sssd22-08,508713.7312,508713.3618,min,512070.72121459263,-inf,0,36.12713100295514,,0.0,0.0,0.0,0.0,0.0,0.0,508773.5758435773,508001.54309837474,0.9992077620700002,7.758393364958465,7.135852579027414,0.6225407859310508,4.0,16.0,0.0,2.0,3.0,508773.5758435773,508773.5758435773,1.0086482716724277,6.664933020249009,5.839095102623105,0.8258379176259041,2.0,6.0,0.0,2.0,0.0,512163.9014184667,507778.8355698928,0.987992583,7,0,80,510986.6851588524,506348.7335211474,0.407305,509076.46992002695,423715.8417746927,300.604886
sssd25-04,300176.5637,300176.5633,min,301302.2412134281,-inf,0,3.0532424515113235,,0.0,0.0,0.0,0.0,0.0,0.0,300368.52769479493,298980.3831004468,0.21889542881399393,0.5749036408960819,0.4435893036425113,0.1313143372535705,2.0,5.0,0.0,2.0,1.0,300368.52769479493,300368.52769479493,0.21868987567722797,0.590813759714365,0.3885993575677275,0.2022144021466374,2.0,5.0,0.0,2.0,0.0,302165.02457849483,299607.94989683526,0.213699499,3,0,50,300851.5047951455,298117.9641001734,0.379779,300186.79999719386,237734.3608819841,300.685003
sssd25-08,472093.078,472093.0775,min,475883.9959524083,-inf,0,24.742629636079077,,0.0,0.0,0.0,0.0,0.0,0.0,472710.0538850415,469307.2842015014,1.4161139847710729,5.130612556822598,4.263518676161766,0.8670938806608319,4.0,16.0,0.0,2.0,3.0,472710.0538850415,472710.0538850415,1.4020559983327985,2.915958493947983,1.9683894831687208,0.9475690107792616,2.0,6.0,0.0,2.0,0.0,474385.248568269,471301.46187984286,1.120360879,8,0,70,475731.9939019264,471401.2731478016,0.6995910000000001,473677.93910100195,406855.2359064445,300.658922
st_e14,4.579582402,4.5795824,min,4.579582402486655,-inf,0,0.0405145399272441,,0.0,0.0,0.0,0.0,0.0,0.0,4.579582373600571,4.579582373600571,0.03745718393474817,0.0984705192968249,0.0407285438850522,0.0577419754117727,5.0,8.0,0.0,2.0,4.0,4.579582373600571,4.579582373600571,0.029818056151270866,0.0528722554445266,0.0251011038199067,0.0277711516246199,3.0,7.0,0.0,3.0,0.0,4.579582402436705,4.579582402436704,0.063454075,0,0,20,4.579582402436707,4.53417292810631,0.027466,4.579582402433536,4.576289805208791,0.027928
stockcycle,119948.6883,119949.0,min,119948.68833329529,-inf,0,19.93468506075442,,0.0,0.0,0.0,0.0,0.0,0.0,130241.5047652714,117916.20281276494,14.758739559911191,301.6844888422638,267.7783149695024,33.90617387276143,34.0,164.0,0.0,7.0,32.0,131211.35655262443,117916.20281276494,14.887306627817452,301.6981338215992,214.22109811659905,87.47703570500016,31.0,145.0,0.0,31.0,0.0,120937.705,120937.68845093774,0.273145591,3,10,210,120308.78833333332,119915.8011346171,0.190083,119948.68833333334,118783.8979067506,2.217837
syn05hfsg,837.7324009,837.7324009,max,837.4448652652627,,0,0.0137695120647549,,0.0,0.0,0.0,0.0,0.0,0.0,837.4448692389773,,0.06516782101243734,0.0614936593919992,0.0467817774042487,0.0147118819877505,2.0,5.0,0.0,2.0,0.0,837.4448692389773,,0.06348061002790928,0.0622969297692179,0.0464445734396576,0.0158523563295602,2.0,5.0,0.0,2.0,0.0,837.7324008979798,1335.9263990680847,0.1209891999999999,3,30,0,836.2801289431143,841.134489303374,0.033946,837.7324008979798,837.7325123464726,0.036001
syn05m,837.7324009,837.7324009,max,837.732400897935,,0,0.0471817459911108,,0.0,0.0,0.0,0.0,0.0,0.0,837.732400041932,,0.02904373500496149,0.0554515337571501,0.0329042077064514,0.0225473260506987,3.0,5.0,0.0,2.0,1.0,837.732400041932,,0.028911183588206768,0.0599146513268351,0.0347158582881093,0.0251987930387258,3.0,5.0,0.0,3.0,0.0,837.4448845861879,839.5607963908615,0.066886121,1,0,40,837.7324008979798,840.5244967474705,0.0278999999999999,837.4448675038196,838.7740160416655,0.016454
syn05m02hfsg,3032.735386,3032.735455,max,3032.735385798229,,0,0.0228803372010588,,0.0,0.0,0.0,0.0,0.0,0.0,3032.7353977849407,,0.10581894218921661,0.1493502864614129,0.0846638390794396,0.0646864473819732,2.0,4.0,0.0,2.0,1.0,3032.7353977849407,,0.09924677480012178,0.1661127004772424,0.0757666174322366,0.0903460830450058,2.0,4.0,0.0,2.0,0.0,3027.735420519923,4764.359416584755,0.316570823,9,70,0,3032.734772825824,3032.830227818963,0.05777,3032.735404098893,3042.684697086402,0.0371229999999999
syn05m02m,3032.735386,3032.7354,max,3032.7353857980693,,0,0.2175191324204206,,0.0,0.0,0.0,0.0,0.0,0.0,3032.735404473127,,0.08201427385210991,0.1226340290158987,0.0811323896050453,0.0415016394108533,3.0,6.0,0.0,3.0,1.0,3032.735404473127,,0.08146660681813955,0.0980016784742474,0.0688906507566571,0.0291110277175903,3.0,6.0,0.0,3.0,0.0,3032.735428750488,3047.1933122034,0.075089749,1,0,50,3024.2112883295313,3041.307020540595,0.033245,3032.735404120292,3036.132180816007,0.0313279999999999
