id,path,obj,calctime,nr_milp,nr_nlp
76,o7_ar2_1,140.41195448060077,63.468023439,2,10
77,o7_ar3_1,137.93183187749335,300.035899569,3,15
78,o7_ar4_1,131.65312589337105,300.033190247,3,21
79,o7_ar5_1,116.94584373736997,296.530534862,4,6
80,o8_ar4_1,246.86843512698462,300.00090739399997,2,24
81,o9_ar4_1,275.4121761522772,300.000261317,5,28
82,p_ball_10b_5p_2d_h,18.718576319602438,33.841715952,30,32
83,p_ball_10b_5p_3d_h,44.004213613890443,182.87172848,66,69
84,p_ball_10b_5p_4d_h,73.072415509688767,306.76046521999996,98,81
85,p_ball_10b_7p_3d_h,135.84789643218554,311.627797585,63,46
86,p_ball_15b_5p_2d_h,6.5998393095566854,195.342054492,62,63
87,p_ball_20b_5p_2d_h,16.539253782736601,300.63190594499997,63,42
88,p_ball_20b_5p_3d_h,74.333414243075566,304.91592427999996,59,38
89,p_ball_30b_5p_2d_h,1.7976931348623157e+308,304.223116977,31,30
90,portfol_buyin,0.029423788743197763,0.24834576,13,13
91,portfol_card,0.032217649855338121,0.27967957299999996,12,12
92,portfol_roundlot,0.028282207269188921,11.530351004,112,104
93,prob10,10.312118485241777,0.07409424499999999,2,2
94,ravempb,269590.2142466018,0.41763161099999996,17,4
95,sssd08-04,182431.95640752866,0.165781112,2,3
96,sssd12-05,281861.9569395642,0.188207805,11,2
97,sssd15-04,205160.96706617996,0.1846546,8,4
98,sssd15-06,544144.66059281945,0.552841727,20,7
99,sssd15-08,563716.58160456864,0.56029425,17,5
100,sssd16-07,420109.22809275595,0.5264771079999999,22,8
101,sssd18-06,400563.99724158098,0.5633362949999999,10,7
102,sssd18-08,836744.04551375203,1.0745009189999999,20,11
103,sssd20-04,347859.91725300031,0.270554975,20,6
104,sssd20-08,495914.36613638408,0.96472377,32,11
105,sssd22-08,510379.42049447575,0.788911662,8,8
106,sssd25-04,300436.50475513871,0.197750499,5,3
107,sssd25-08,474794.22261281754,0.923976183,8,6
108,st_e14,4.5795824024367082,0.014844567,2,0
109,stockcycle,119948.68833333334,0.247166999,21,3
110,synthes1,6.0097514789467592,0.040000961,5,2
111,synthes2,73.035292274450399,0.043332636,8,2
112,synthes3,68.009428025650521,0.035086334000000004,7,1
113,tls2,5.2999999999999998,0.062127718000000005,11,1
114,tls4,8.3000000000000007,13.862855191000001,12,13
115,tls5,10.300000000000001,300.02597721,13,22
116,tls6,15.300000000000001,300.036074772,18,23
