name,primalbound,cvx_bonmin.obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.calctime,cvx_shot.nr_milp,cvx_shot.nr_nlp
cvxnonsep_normcon40,-32.62966972,-32.6296697167693,0,0.0708056008443236,0.165763,-32.5596697474825,-32.8855427283509,0.0239951899275184,64.2877287687734,13.827289036,4331.50107399374,224,605,134,114,111,-32.4366521025416,-32.723915271096,0.0234674774110317,30.7264399398118,3.432518518,2262.33828055579,202,336,181,203,0,-32.6296697184295,0.033069458,0,1
cvxnonsep_nsig20,80.94929546,80.9492954598722,0,0.041368780657649,0.047506,80.9492946574176,80.8158343322581,0.0163208981975913,0.0286863604560494,0.024607,0.036865453235805,1,2,0,2,0,80.9492946574176,80.8158343322581,0.0147691313177347,0.0287468675523996,0.026915,0.0363377677276731,1,2,0,2,0,80.999857231192,0.085984744,4,4
cvxnonsep_nsig20r,80.94929546,80.9492954596234,0,0.0464659854769707,0.04117,80.9492786250249,80.8158178982607,0.0181961357593536,0.0347631322219968,0.023209,0.0384303713217378,1,2,0,2,0,80.9492786250249,80.8158178982607,0.0187602555379272,0.0341488402336836,0.02366,0.0379651710391045,1,2,0,2,0,80.989026230705,0.174943293,4,4
cvxnonsep_nsig30,130.6287126,130.628712640969,0,0.05923274718225,0.10607,130.650337000345,130.479971760124,0.0173509195446968,0.0309883309528232,0.037344,0.041156348772347,1,2,0,2,0,130.650337000345,130.479971760124,0.0162299731746316,0.0299885692074895,0.037645,0.0398894315585494,1,2,0,2,0,130.960522840875,0.063447467,3,2
cvxnonsep_nsig30r,156.4266874,156.426672853916,0,0.0790419643744826,0.0865640000000002,156.426616711162,156.234321164433,0.0260117687284946,0.0400127843022347,0.028225,0.0416504079475999,1,2,0,2,0,156.426616711162,156.234321164433,0.0244208080694079,0.0390818361192942,0.0304,0.0404017977416515,1,2,0,2,0,156.894680057133,0.129920212,3,3
cvxnonsep_nsig40,133.9613305,133.961330471588,0,0.0791912749409676,0.190808,133.961328948328,133.744949015513,0.0232265247032046,0.0330478539690375,0.049169,0.0455839186906815,1,2,0,2,0,133.961328948328,133.744949015513,0.0224320637062192,0.0335892997682095,0.04711,0.0456706620752811,1,2,0,2,0,134.326170808347,0.073859026,6,2
cvxnonsep_nsig40r,133.9613305,133.961330471926,0,0.0814250893890858,0.0964989999999999,133.961268136329,133.744888599656,0.0354824084788561,0.126560523174703,0.055016,0.112045264802873,1,2,0,2,0,133.961268136329,133.744888599656,0.0366820534691215,0.111103952862322,0.031897,0.112252094782889,1,2,0,2,0,134.42248012388,0.123382733,5,2
cvxnonsep_pcon20,-21.5123012,-21.500522852153,0,0.0384206529706717,0.048122,-21.4694379057072,-21.629610239292,0.0188959930092096,0.0310291172936559,0.030662,0.0433287732303143,1,2,0,2,0,-21.4694379057072,-21.629610239292,0.0209785867482424,0.0341177992522717,0.027083,0.0489155845716596,1,2,0,2,0,-21.5005228703587,0.040714526,12,1
cvxnonsep_pcon20r,-21.5123012,-21.5005228520093,0,0.0357898147776723,0.041863,-21.4694378637175,-21.6296101992122,0.0231665745377541,0.0362003305926919,0.028222,0.0399959161877632,1,2,0,2,0,-21.4694378637175,-21.6296101992122,0.0225192997604609,0.0369740147143602,0.029834,0.0408749226480722,1,2,0,2,0,-21.4333687283622,0.073014204,14,2
enpro48pb,187277.2594,187277.2594222,0,5.18303939700127,2.541075,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,187277.256165364,0.164159481,13,2
enpro56pb,263428.301,263428.300972765,0,7.72354161273688,3.40587300000007,263428.296642451,260960.82261324,9.54605638980866E-07,5.77055596187711,4.097642674,8.78278599958867,4,10,0,5,1,269933.065779693,269933.065779693,7.77654349803925E-07,1.82332983240485,2.124796223,2.36099017318338,2,6,1,3,0,263428.295668225,0.398923545,16,7
ex1223,4.579582402,4.57958240248666,0,0.0516522135585547,0.041718,4.57958237360057,4.57958237360057,0.0196880446746945,0.255276935175061,0.137148,0.529184827581048,5,11,0,6,4,4.57958237360057,5.71185006944118,0.0187097974121571,0.0591437118127942,0.038414,0.0817995890974999,2,4,0,3,0,4.57958240243671,0.014877412,2,0
ex1223b,4.579582402,4.57958240248666,0,0.0449801320210099,0.030334,4.57958237379399,4.57958237379399,0.0112703461199999,0.236824092455208,0.135507,0.488105380907655,5,11,0,6,4,4.57958237379399,5.71185282005536,0.0107682179659605,0.038730843923986,0.041636,0.040347789414227,1,3,0,2,0,4.57963526913943,0.01396059,2,0
fac1,160912612.4,160912612.350178,0,0.0256167240440846,0.024391,160912612.293529,160912612.293529,0.0148632051423192,1.54056879505515,0.911249999999813,1.54759606532753,1,3,1,2,1,160912612.293529,160912612.293529,0.0142301628366113,1.37676716968417,0.876711999999651,1.38820169027895,1,3,1,2,0,160912612.350169,0.04148756,24,1
fac2,331837498.2,331837498.176767,0,0.496290543116629,0.270271000000006,331837497.838062,329739765.287962,0.0302542308345437,0.0726242903620005,0.134081,0.0867698127403855,1,2,0,2,1,331837497.838062,331837497.838062,0.0296055534854531,0.0642311638221145,0.123109,0.0870817247778177,1,2,0,2,0,331837498.17677,0.079424419,22,1
flay02h,37.94733192,37.9473319221309,0,0.0779942544177175,0.081277,37.9473318628934,37.9473318829382,0.0339634558185935,0.186898867599666,0.104736,0.151528195478022,2,4,0,3,1,37.9473318628934,37.9473318829382,0.0274318242445588,0.147396181710064,0.114470756,0.146201217547059,2,4,0,3,0,37.9473174093146,0.064304276,7,3
flay02m,37.94733192,37.947331922051,0,0.0385849894955754,0.021792,37.9473318245711,37.9473318045701,0.0124225383624434,0.0773973939940333,0.05235,0.0931633124127984,2,4,0,3,1,37.9473318245711,37.9473318045701,0.0123348226770759,0.0651157638058066,0.036707,0.0981387104839087,2,4,0,3,0,37.9473042940121,0.050234464,7,3
flay03h,48.98979486,48.9897948558216,0,1.23798329848796,0.322084999999993,48.9897948340341,48.8264562378152,0.0997499627992511,3.0423663072288,1.087984363,5.5431109033525,6,18,0,5,3,48.9897948403279,48.9897948731451,0.0996909206733108,0.376706187613308,0.586647,0.507011353038251,2,7,0,3,0,48.9896629359293,0.26374773,15,8
flay03m,48.98979486,48.9897948557911,0,0.31081932131201,0.0901410000000015,48.9897947335655,48.8264938602954,0.0197238307446241,0.623267704620957,0.551734333,1.62786988634616,6,18,0,5,3,48.9897947482352,48.989794708232,0.0252094008028507,0.11324246879667,0.18013,0.142838740721345,2,5,0,3,0,48.9897770795309,0.232063929,22,8
flay04h,54.40588204,54.4058820351743,0,45.0780070638284,14.0759489999907,54.4058820395676,53.9477452092692,0.337903785519302,8.27007139287889,6.074181701,16.0594542119652,6,23,0,6,4,54.4166667054779,54.4166666787085,0.334975030273199,1.13542113825679,1.426334049,1.44474202115089,2,8,0,3,0,54.4058616587164,1.33721703,6,15
flay04m,54.40588203,54.4058820351097,0,7.29829489253461,1.32258300000031,54.405881917526,54.1714327933391,0.0318417130038142,3.48352220002562,2.769702336,12.7416508281603,9,39,0,7,5,54.405881916095,54.4058818952045,0.0305948527529836,0.430597533471882,0.833106515,0.535249950364232,2,10,0,3,0,54.4058585109375,0.701405864,14,19
flay05h,64.49806199,64.498061986731,0,303.831960166805,102.911214999928,64.4980620353414,64.2053093578662,0.890056839212775,215.225824636407,189.39017926,648.218607894145,11,48,0,8,6,64.4980620640219,64.4980620272829,0.86412881501019,3.09308505337685,3.429682713,1.96645369473845,2,9,0,3,0,64.49782653292,93.375559827,8,88
flay05m,64.49806199,64.4980619866151,0,307.037660822272,67.1560829997847,64.4980618566364,64.2020380901752,0.0544301783666015,59.0973217803985,56.780064085,182.544558931142,11,53,0,8,6,64.4980617789788,64.4980618589908,0.0485286815091968,0.648607490584254,1.047945905,0.561694670468569,2,9,0,3,0,64.49806175813,299.999909774,122,20
flay06h,66.93280212,66.9328021229686,0,302.915069292299,95.0507099998799,66.9328022181078,65.3000226902797,2.15015235170722,411.219631971791,406.928734643,617.843925256282,6,26,0,5,3,66.9328021797781,66.9328023257852,2.02525208331645,13.4167464049533,13.715248107,8.94189058896154,2,9,0,3,0,66.9328010426005,299.999436409,17,7
flay06m,66.93280212,66.9328021229726,0,306.152300427668,62.6699589996559,66.9328019956992,65.9676815563519,0.0917533878237009,387.621914002113,385.549185637,512.805164190009,8,39,0,6,4,66.9328018852667,66.9328019974849,0.0841092430055141,8.68662850372493,8.91170348,3.36740919388831,2,11,0,3,0,66.9328018992409,299.999872485,21,19
fo7,20.72982507,34.77809173768,0,303.593634323217,95.7584640000777,20.729824722997,20.7292561189577,0.164664160460234,131.76825001929,126.022579655,111.065430315211,5,23,15,6,4,20.7298247466086,20.7298247466086,0.159166379831731,6.85350552015007,6.268980703,13.8109093438834,3,15,13,4,0,20.7298143122037,19.505519859,6,4
fo7_2,17.74934573,36.2843322888947,0,303.674790334888,95.6006370000267,17.7493454313167,17.7475497315136,0.164775671437383,55.3518117154017,48.594203612,58.4338970230892,6,20,11,6,4,17.7493454442728,17.7493454442728,0.165470834821463,3.09363573417068,3.527218787,2.7920338511467,1,6,3,2,0,17.749258882484,11.568654076,8,5
fo7_ar25_1,23.0935676,-inf,NAN,NAN,NAN,23.0935673113127,22.9447098815066,0.202052704058588,32.3022884111851,26.832432958,53.7543930718675,5,15,9,6,2,23.1225022708679,23.1225022708679,0.198641784489155,4.12246664240956,4.595656027,3.8813886390999,1,6,4,2,0,23.0935671916629,22.850342783,10,7
fo7_ar2_1,24.83984707,-inf,NAN,NAN,NAN,24.8398464358648,24.8214958750014,0.190786558203399,22.5906996969134,20.894862261,13.5901198089123,3,12,6,4,1,25.1058216318472,25.1058216345654,0.188036125153303,6.23137537203729,6.014850683,8.09204765316099,2,11,8,3,0,24.8398443321316,40.0338943,3,5
fo7_ar3_1,22.51747101,-inf,NAN,NAN,NAN,22.5174705223469,22.5174705223469,0.193930853158236,67.4953309185803,60.454521124,86.6659370893613,5,20,5,6,4,22.5174705360068,22.5174705236385,0.19367871619761,5.32923167664558,5.696352692,5.09346444346011,1,6,2,2,0,22.5174547752859,24.493246135,11,4
fo7_ar4_1,20.72982507,-inf,NAN,NAN,NAN,20.7298246909974,20.72913398978,0.192083355970681,53.0853501930833,47.649055158,66.6235522413626,5,16,9,5,3,22.3924584344952,22.3924584344952,0.193317016586661,6.85348741617054,7.25193544,6.61734134983271,1,6,3,2,0,20.7298218108737,48.393667491,5,11
fo7_ar5_1,17.74932941,-inf,NAN,NAN,NAN,17.7493290455189,17.7493221350678,0.192074817605317,26.0486621288583,23.728436313,15.2815766688436,3,9,1,4,2,17.74932903206,17.7493290455189,0.18945244140923,5.6569305267185,5.954365,5.39966301713139,1,6,0,2,0,17.7493277694785,19.119790433,12,4
fo8,22.38189652,47.7988553265715,0,303.399951077998,116.670253535997,22.3818963484164,22.3818962358774,0.252534177154303,215.472937596962,208.571002376,117.58531167265,5,19,12,5,3,23.9100532818774,23.9100532818774,0.246688049286604,10.1934654889628,10.616898755,9.61037641018629,1,6,2,2,0,22.3818936694512,116.396670837,7,9
fo8_ar25_1,28.0451814,-inf,NAN,NAN,NAN,28.0451812462273,28.044864865909,0.317152393050492,219.014418356121,212.476290406,187.668531084433,4,17,9,5,2,28.0451812329916,28.0451812329916,0.315543168224394,91.1623294111341,88.288186617,187.686901307665,4,20,17,5,0,28.045180832528,220.735553,11,19
fo8_ar2_1,30.34061042,-inf,NAN,NAN,NAN,30.3406100598142,30.3401258975879,0.320713149383664,187.034036410041,180.646026767,200.748044007458,4,13,3,5,2,30.8041595037004,30.8041595079056,0.317506439983845,14.5190932154655,15.118397051,14.427878735587,1,6,2,2,0,30.3406078307863,165.168253914,3,13
fo8_ar3_1,23.91005347,-inf,NAN,NAN,NAN,23.9100533389752,23.9062536183283,0.320252035744488,37.8989664549008,34.88942627,32.8072151700035,3,11,9,4,1,23.9100533546735,23.9100533546735,0.314983995631337,20.1339959008619,20.643921,20.0398480482399,1,6,1,2,0,23.9100515789338,88.063650117,14,17
fo8_ar4_1,22.38189652,-inf,NAN,NAN,NAN,22.3818964210338,22.3796559911159,0.324010161682963,80.4853432737291,73.932001362,75.8477506265044,4,17,8,5,2,23.9100533466763,23.9100533411527,0.314251596108079,19.3682652944699,20.016780344,19.277450915426,1,6,2,2,0,22.3818926386344,106.187284333,13,4
fo8_ar5_1,22.38189652,-inf,NAN,NAN,NAN,22.381896428432,22.344668252231,0.32107556797564,74.8930367100984,71.816286487,57.8579640556127,3,12,7,4,1,23.9100533405391,23.9100533405391,0.313870104961097,22.7724480843171,23.223568362,22.6712383693084,1,5,0,2,0,22.3818894674922,93.5093715,11,10
fo9,23.46428571,-inf,NAN,NAN,NAN,23.4642855217255,23.4642855217255,0.39272019546479,65.0074371099472,61.516711403,40.954619910568,3,11,9,4,1,24.0054941946591,24.0054941946591,0.387206782586873,28.7322828127071,29.037402582,28.0521082188934,1,6,3,2,0,23.4642827882329,172.703346458,6,18
fo9_ar25_1,32.18643105,-inf,NAN,NAN,NAN,32.6249999417242,31.1639831035063,0.488250906579196,396.316549113952,388.5156772,349.237333491445,4,16,9,5,1,32.3749999471648,32.3749999528396,0.481877247802913,94.2117893137038,93.085136559,148.821691972204,2,10,4,3,0,32.1864135586656,300.035333476,11,12
fo9_ar2_1,32.625,-inf,NAN,NAN,NAN,33.6307691720808,32.5194448236104,0.492473552003503,484.506133053452,478.478369589,303.117458079942,3,10,2,4,2,32.624999947032,32.6249999570169,0.489706215448678,58.7964283144102,58.847089312,58.1337586455047,1,5,0,2,0,32.6249915582316,300.000080965,3,12
fo9_ar3_1,24.81547619,-inf,NAN,NAN,NAN,24.8154761158361,24.8154760093366,0.495187643915415,80.1804379532114,75.263564635,78.7654860001057,3,11,7,4,1,24.8154761317228,24.8154761317228,0.488203032873571,32.6099082436413,32.657566939,31.9632582841441,1,6,3,2,0,24.8154758792945,160.358999351,14,17
fo9_ar4_1,23.46428571,-inf,NAN,NAN,NAN,23.4642856446608,23.4631092562484,0.501185838133097,105.113843552768,98.165401137,73.492811745964,3,12,6,4,2,24.4307198013953,24.4307198013953,0.490964130498469,41.27639950905,41.39283,40.6260762158781,1,5,1,2,0,23.4642827151408,196.242561374,13,6
fo9_ar5_1,23.46428571,-inf,NAN,NAN,NAN,23.4642856447966,23.4642853695228,0.501082072034478,426.137798541226,419.303214859,177.659736918286,3,10,4,4,2,24.8584614560173,24.8584614560173,0.48608719278127,38.100516368635,38.098894605,37.4574046265334,1,5,3,2,0,25.7499996419716,300.009819084,5,11
gear2,2.700857149E-12,0.00476845609880449,0,0.13960538059473,0.0781160000000004,1.38114365089623E-06,5.21215564152541E-15,0.0245792809873819,0.086534108966589,0.168529,0.0770852211862803,1,6,0,2,1,1.38114365089623E-06,3.34290679717538E-05,0.0237593976780772,0.0802550595253706,0.143136,0.0825031576678157,1,6,0,2,0,2.35764065801949E-09,0.336415432,42,42
gear3,2.700857149E-12,3.63452650156607E-06,0,0.156109947711229,0.040404,2.72645059771712E-08,2.72645059771712E-08,0.0128089161589742,0.0526274396106601,0.065262,0.0482660345733166,1,4,0,2,1,2.72645059771712E-08,2.63997923108855E-05,0.0122048491612077,0.0442768894135952,0.048241,0.0489805033430457,1,4,0,2,0,0.000136222222717397,0.099226704,46,14
jit1,173983.33,173983.32999864,0,0.115379844792187,0.060541,173982.610062933,173345.37683088,0.0183857800439,0.0365164503455162,0.066106,0.0413614306598902,1,2,0,2,0,173982.610062933,173345.37683088,0.0177504559978843,0.0496938256546855,0.111518,0.0510915154591203,1,3,0,2,0,173983.329981647,0.038128624,13,1
m3,37.8,37.8000000007336,0,0.336785691790283,0.114252000000001,37.7999995699186,37.7999995699186,0.0219435291364789,0.169516516849399,0.394502811,0.096891270019114,1,5,0,2,1,37.7999995699186,37.7999995699186,0.0223319996148348,0.148487586528063,0.50995,0.113772123120725,1,5,0,2,0,37.7996458135141,0.025441502,5,0
m6,82.25687691,106.256876914243,0,304.427418827079,84.3283129999223,82.2568758101364,82.2568769136558,0.098522387444973,1.2526038819924,0.826866704,0.914886515587568,2,6,0,3,2,82.2855176078438,82.2855176078438,0.0973894977942109,0.495682891458273,0.775685707,0.328929165378213,1,4,0,2,0,82.2568768703761,0.194927536,5,1
m7,106.7568769,130.756876914655,0,304.027687009424,99.6768574580021,106.756875550853,106.756637563923,0.162131055258214,2.68974437378347,2.042706676,1.45184961427003,2,8,4,3,2,106.756875550852,106.756875550852,0.158673484809697,0.740736525505781,0.88807051,0.482440234161913,1,5,0,2,0,106.756876908395,0.989286457,4,4
m7_ar25_1,143.585,143.585000000996,0,231.950125646777,85.2537779998455,143.584996832645,143.584626332581,0.201515668071806,1.88557031657547,1.405953256,1.57444828189909,2,9,0,3,1,143.584996832645,143.58499691441,0.194379066117108,0.739823022857308,0.959546,0.497578254900873,1,5,0,2,0,143.584996834797,0.388070956,2,2
m7_ar2_1,190.235,-inf,NAN,NAN,NAN,190.234996485702,190.234993172281,0.199381900951266,4.94834621530026,4.066198692,1.82210405170918,2,5,1,3,2,190.234996524322,190.234996524322,0.19636032730341,1.02484967745841,1.206494,0.794905677437782,1,2,0,2,0,190.234977223194,1.190148023,2,1
m7_ar3_1,143.585,-inf,NAN,NAN,NAN,143.584996940133,121.030532651601,0.200204360298812,303.710660278797,14.543616966,4520.54031936079,45,115,87,25,22,168.037956482337,168.037956482337,0.194684682413936,1.22335488907993,1.63583499,0.990515824407339,1,6,4,2,0,143.58499690796,2.018596813,2,3
m7_ar4_1,106.7568769,-inf,NAN,NAN,NAN,106.75687596473,106.756399998676,0.21331708598882,2.30629509221762,1.677822873,2.02690305281431,2,8,2,3,1,106.756875965411,106.75687596473,0.195871351286769,1.29986932966858,1.495503733,1.05220503546298,1,6,2,2,0,106.756875861811,1.098063983,3,4
m7_ar5_1,106.4600058,-inf,NAN,NAN,NAN,106.460004740876,106.46,0.211081888526678,7.70659759826958,5.791574007,5.85356905125082,3,11,3,4,2,106.460004740685,106.460004741187,0.196029921993613,1.71356434561312,2.086913,1.47916840389371,1,6,1,2,0,106.460005760002,4.420549154,3,4
no7_ar25_1,107.8153083,-inf,NAN,NAN,NAN,107.815305132629,107.462001093041,0.204233367927372,45.4178414391354,43.093130662,30.3291913522407,3,14,10,4,2,107.815305215967,107.815305215967,0.197116108611226,25.8905258886516,25.726095581,39.2612890591845,2,11,5,3,0,107.815190604338,38.185501535,2,12
no7_ar2_1,107.8153083,-inf,NAN,NAN,NAN,107.87096007161,107.80313594511,0.205802139826119,17.6252236049622,16.830549888,8.3539098482579,2,7,4,3,1,107.815305132628,107.815305132628,0.196397233754396,6.83184518199414,7.116883111,6.57911472860724,1,6,0,2,0,107.815283468425,10.456661175,2,6
no7_ar3_1,107.8153083,-inf,NAN,NAN,NAN,107.870960071613,107.739451092063,0.207142039202154,143.186682361178,140.746566492,83.5729744220153,3,11,4,4,3,111.24647135183,111.24647135183,0.195492508821189,35.1186770489439,34.928944575,51.5893351752311,2,11,9,3,0,107.814940862436,67.203454922,1,10
no7_ar4_1,98.51840218,-inf,NAN,NAN,NAN,98.7442012091745,98.3204854170377,0.201261469163001,187.617264682427,179.140815777,454.427296958864,7,31,24,6,3,98.883462496161,98.883462496161,0.197175977751613,57.5686442824081,55.981908808,125.783637774177,4,21,15,5,0,98.5183726917371,69.079391495,4,12
no7_ar5_1,90.62267488,-inf,NAN,NAN,NAN,90.7962633878942,90.4771796151507,0.209591286256909,203.357269443572,191.321000432,463.640455328859,8,28,16,7,4,101.950095310611,101.950095310611,0.199237641878426,10.8967894595116,11.285399649,10.3721096115187,1,6,4,2,0,90.6226488369354,62.689357158,9,8
nvs20,230.9221652,230.92216520823,0,0.0884718662127852,0.0853390000000002,230.92216293971,229.707738022043,0.0207871152088046,0.178720392286778,0.29603,0.313508504070342,4,9,0,5,3,230.92216293971,270.513579891258,0.0198847241699696,0.0460732625797391,0.063626,0.0495633305981755,1,3,0,2,0,230.922163504585,1.307702326,13,13
o7,131.6531381,157.379665746173,0,304.135718777776,105.647312649001,-inf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,131.653013272598,289.869893613,5,22
o7_2,116.9459316,196.864963016393,0,303.915397611447,102.085310192001,116.945930225126,116.945302916384,0.164912053383887,364.27053849306,361.365810531,295.021133796312,4,16,13,5,2,124.031074309906,124.031074345063,0.160670048557222,108.384384670295,107.882768272,165.394572874531,3,14,10,4,0,116.945907138444,134.293909346,8,8
o7_ar25_1,140.4119583,-inf,NAN,NAN,NAN,140.411957315761,138.251077487266,0.203621128574014,322.977052012458,321.042826484,236.263429425657,3,12,5,4,2,140.411957293266,140.411957293266,0.197729357518256,50.6923677781597,51.125110822,50.3899806514382,1,6,4,2,0,140.41190577149,257.506076209,9,12
o7_ar2_1,140.4119583,-inf,NAN,NAN,NAN,140.411957256015,140.411927238825,0.202639939263463,81.2312833266333,80.490754279,33.0628066845238,2,7,4,3,1,140.411957304737,140.411957315025,0.196758669801056,35.5198865765706,35.714129,35.2635043142363,1,6,0,2,0,140.411954480601,63.468023439,2,10
o7_ar3_1,137.931839,-inf,NAN,NAN,NAN,138.197747344331,137.012535690981,0.203464192338288,572.467948287725,569.364190867,446.392324423417,4,18,13,4,2,-inf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,137.931831877493,300.035899569,3,15
o7_ar4_1,131.6531381,-inf,NAN,NAN,NAN,-inf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,131.653125893371,300.033190247,3,21
